row_label_raw,row_label_full,CHÍ TIÊU,Thuyết minh,Năm 2021,Năm 2020,numeric__Thuyết minh,numeric__Năm 2021,numeric__Năm 2020
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,5.740.488,5.999.662,,5740488.0,5999662.0
02. Chi phí lãi và các khoản thu nhập tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02. Chi phí lãi và các khoản thu nhập tương tự đã trả,02. Chi phí lãi và các khoản thu nhập tương tự đã trả,,(4.541.412),(4.329.987),,-4541412.0,-4329987.0
03. Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03. Thu nhập từ hoạt động dịch vụ nhận được,03. Thu nhập từ hoạt động dịch vụ nhận được,,143.632,44.789,,143632.0,44789.0
"04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,338.515,172.182,,338515.0,172182.0
05. Thu nhập khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05. Thu nhập khác,05. Thu nhập khác,,(13.584),82.704,,-13584.0,82704.0
"06. Tiền thu các khoản nợ đã được xử lý hoá, bù đắp bằng nguồn rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06. Tiền thu các khoản nợ đã được xử lý hoá, bù đắp bằng nguồn rủi ro","06. Tiền thu các khoản nợ đã được xử lý hoá, bù đắp bằng nguồn rủi ro",,14.815,10.355,,14815.0,10355.0
"07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,(952.145),(840.165),,-952145.0,-840165.0
08. Tiền thuê thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08. Tiền thuê thu nhập thực nộp trong năm,08. Tiền thuê thu nhập thực nộp trong năm,,(1.480),(2.337),,-1480.0,-2337.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,728.829,1.137.203,,728829.0,1137203.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","Những thay đổi về tài sản hoạt động > 09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,(36.554),784.208,,-36554.0,784208.0
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > 10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,3.009.113,(243.233),,3009113.0,-243233.0
11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > 11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,38.573,5.352,,38573.0,5352.0
12. (Tăng)/Giảm các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > 12. (Tăng)/Giảm các khoản cho vay khách hàng,12. (Tăng)/Giảm các khoản cho vay khách hàng,,(1.301.747),(2.402.669),,-1301747.0,-2402669.0
13. Giảm nguồn dự phòng để bù đắp tồn thất các khoản,Những thay đổi về tài sản hoạt động > 13. Giảm nguồn dự phòng để bù đắp tồn thất các khoản,13. Giảm nguồn dự phòng để bù đắp tồn thất các khoản,,(11.622),(19.381),,-11622.0,-19381.0
14. (Tăng)/Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > 14. (Tăng)/Giảm khác về tài sản hoạt động,14. (Tăng)/Giảm khác về tài sản hoạt động,,4.618.251,(9.546.337),,4618251.0,-9546337.0
