row_label_raw,row_label_full,Tên công ty con,Trụ sở,Ngành nghề kinh doanh,Tỷ lệ biểu quyết của Công ty,Tỷ lệ biểu quyết của Công ty_1,Tỷ lệ sở hữu của Công ty,Tỷ lệ sở hữu của Công ty_1,numeric__Trụ sở,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ biểu quyết của Công ty,numeric__Tỷ lệ biểu quyết của Công ty_1,numeric__Tỷ lệ sở hữu của Công ty,numeric__Tỷ lệ sở hữu của Công ty_1
Tên công ty con,Tên công ty con,Tên công ty con,Trụ sở,Ngành nghề kinh doanh,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2024,,,,,,
"(12) Công ty TNHH Nông Nghiệp BAF Bình Định (""BAF Bình Định"")","Tên công ty con > (12) Công ty TNHH Nông Nghiệp BAF Bình Định (""BAF Bình Định"")","(12) Công ty TNHH Nông Nghiệp BAF Bình Định (""BAF Bình Định"")",Gia Lai,Sản xuất thức ăn chăn nuôi,"100,00%","98,55%","100,00%","98,55%",,,1.0,0.9854999999999999,1.0,0.9854999999999999
"(13) Công ty TNHH MTV BAF Meat Bình Phước (""BAF Bình Phước"")","Tên công ty con > (13) Công ty TNHH MTV BAF Meat Bình Phước (""BAF Bình Phước"")","(13) Công ty TNHH MTV BAF Meat Bình Phước (""BAF Bình Phước"")",Đồng Nai,Giết mổ và chế biến thịt,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(14) Công ty TNHH Sản xuất Thương mại Dịch vụ Tâm Hưng (""Tâm Hưng"")","Tên công ty con > (14) Công ty TNHH Sản xuất Thương mại Dịch vụ Tâm Hưng (""Tâm Hưng"")","(14) Công ty TNHH Sản xuất Thương mại Dịch vụ Tâm Hưng (""Tâm Hưng"")",Tây Ninh,Chăn nuôi,"99,98%","99,98%","99,98%","99,98%",,,0.9998,0.9998,0.9998,0.9998
"(15) Công ty TNHH Đầu tư Nông Nghiệp Tân Châu (""Tân Châu"")","Tên công ty con > (15) Công ty TNHH Đầu tư Nông Nghiệp Tân Châu (""Tân Châu"")","(15) Công ty TNHH Đầu tư Nông Nghiệp Tân Châu (""Tân Châu"")",Tây Ninh,Chăn nuôi,"99,95%","99,95%","99,95%","99,95%",,,0.9995,0.9995,0.9995,0.9995
"(16) Công ty TNHH Sản xuất Thương mại Xuất nhập khẩu Thiên Phú Sơn (""Thiên Phú Sơn"")","Tên công ty con > (16) Công ty TNHH Sản xuất Thương mại Xuất nhập khẩu Thiên Phú Sơn (""Thiên Phú Sơn"")","(16) Công ty TNHH Sản xuất Thương mại Xuất nhập khẩu Thiên Phú Sơn (""Thiên Phú Sơn"")",Đồng Nai,Chăn nuôi,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(17) Công ty TNHH Sản xuất Thương mại Chăn nuôi Kim Hội (""Chăn nuôi Kim Hội"")","Tên công ty con > (17) Công ty TNHH Sản xuất Thương mại Chăn nuôi Kim Hội (""Chăn nuôi Kim Hội"")","(17) Công ty TNHH Sản xuất Thương mại Chăn nuôi Kim Hội (""Chăn nuôi Kim Hội"")",Đồng Nai,Chăn nuôi,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(18) Công ty TNHH Phân bón Hữu cơ Vĩ sinh BAF (""Phân bón Hữu cơ Vĩ sinh BAF"")","Tên công ty con > (18) Công ty TNHH Phân bón Hữu cơ Vĩ sinh BAF (""Phân bón Hữu cơ Vĩ sinh BAF"")","(18) Công ty TNHH Phân bón Hữu cơ Vĩ sinh BAF (""Phân bón Hữu cơ Vĩ sinh BAF"")",Thành phố Hồ Chí Minh,Sản xuất,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(19) Công ty TNHH Logistic BAF Việt Nam (""Logistic BAF"")","Tên công ty con > (19) Công ty TNHH Logistic BAF Việt Nam (""Logistic BAF"")","(19) Công ty TNHH Logistic BAF Việt Nam (""Logistic BAF"")",Thành phố Hồ Chí Minh,Vận tải,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(20) Công ty TNHH Chế biến Thực phẩm BAF Tây Ninh (""Chế biến Thực phẩm BAF Tây Ninh"")","Tên công ty con > (20) Công ty TNHH Chế biến Thực phẩm BAF Tây Ninh (""Chế biến Thực phẩm BAF Tây Ninh"")","(20) Công ty TNHH Chế biến Thực phẩm BAF Tây Ninh (""Chế biến Thực phẩm BAF Tây Ninh"")",Tây Ninh,Chế biến thực phẩm,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(21) Công ty TNHH Tây An Khánh (""Tây An Khánh"")","Tên công ty con > (21) Công ty TNHH Tây An Khánh (""Tây An Khánh"")","(21) Công ty TNHH Tây An Khánh (""Tây An Khánh"")",Tây Ninh,Chăn nuôi,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(22) Công ty Cổ phần Phát Triển Nông Nghiệp sạch Thanh Xuân (""Thanh Xuân"")","Tên công ty con > (22) Công ty Cổ phần Phát Triển Nông Nghiệp sạch Thanh Xuân (""Thanh Xuân"")","(22) Công ty Cổ phần Phát Triển Nông Nghiệp sạch Thanh Xuân (""Thanh Xuân"")",Thanh Hóa,Trồng trọt và chăn nuôi,"99,99%","99,99%","99,99%","99,99%",,,0.9998999999999999,0.9998999999999999,0.9998999999999999,0.9998999999999999
