row_label_raw,row_label_full,col_0,31/12/2017triệu đồng,31/12/2016triệu đồng,numeric__31/12/2017triệu đồng,numeric__31/12/2016triệu đồng
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",11.143.445,11.021.818,11143445.0,11021818.0
- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,9.010.996,8.788.729,9010996.0,8788729.0
- Tiền gửi tiết kiệm không kỳ hạn bằng VND,- Tiền gửi tiết kiệm không kỳ hạn bằng VND,- Tiền gửi tiết kiệm không kỳ hạn bằng VND,280.697,266.804,280697.0,266804.0
- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,1.812.619,1.899.722,1812619.0,1899722.0
- Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,39.133,66.563,39133.0,66563.0
"Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn",57.013.431,48.049.367,57013431.0,48049367.0
- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,30.511.095,17.501.084,30511095.0,17501084.0
- Tiền gửi tiết kiệm có kỳ hạn bằng VND,- Tiền gửi tiết kiệm có kỳ hạn bằng VND,- Tiền gửi tiết kiệm có kỳ hạn bằng VND,23.188.461,27.464.260,23188461.0,27464260.0
- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,137.485,276.186,137485.0,276186.0
- Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,3.176.390,2.807.837,3176390.0,2807837.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,62.794,107.621,62794.0,107621.0
- Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi vốn chuyên dùng bằng VND,43.045,98.561,43045.0,98561.0
- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,19.749,9.060,19749.0,9060.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,158.083,82.036,158083.0,82036.0
- Tiền gửi ký quỹ bằng VND,- Tiền gửi ký quỹ bằng VND,- Tiền gửi ký quỹ bằng VND,116.984,77.980,116984.0,77980.0
- Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi ký quỹ bằng ngoại tệ,41.099,4.056,41099.0,4056.0
,,,68.377.753,59.260.842,68377753.0,59260842.0
