row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021Triệu đồng,Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2021Triệu đồng,numeric__Ngày 31 tháng 12năm 2020Triệu đồng
Các khoản tạm ứng cho các cá nhân (i),Các khoản tạm ứng cho các cá nhân (i),Các khoản tạm ứng cho các cá nhân (i),380.699,380.699,380699.0,380699.0
Phải thu từ nghiệp vụ đầu tư (ii),Phải thu từ nghiệp vụ đầu tư (ii),Phải thu từ nghiệp vụ đầu tư (ii),248.743,-,248743.0,
Chi phí xây dựng công trình,Chi phí xây dựng công trình,Chi phí xây dựng công trình,233.959,244.353,233959.0,244353.0
Các khoản phải thu từ hoạt động thanh toán thể,Các khoản phải thu từ hoạt động thanh toán thể,Các khoản phải thu từ hoạt động thanh toán thể,156.961,799.929,156961.0,799929.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,63.006,53.282,63006.0,53282.0
Tạm ứng mua sắm tài sản cố định (iii),Tạm ứng mua sắm tài sản cố định (iii),Tạm ứng mua sắm tài sản cố định (iii),60.436,79.859,60436.0,79859.0
Đặt cọc thuê nhà và ký quỹ hoạt động khác,Đặt cọc thuê nhà và ký quỹ hoạt động khác,Đặt cọc thuê nhà và ký quỹ hoạt động khác,51.165,50.848,51165.0,50848.0
Các khoản phải thu từ cho vay hỗ trợ lãi suất,Các khoản phải thu từ cho vay hỗ trợ lãi suất,Các khoản phải thu từ cho vay hỗ trợ lãi suất,38.451,38.451,38451.0,38451.0
Phải thu cả nhân (iv),Phải thu cả nhân (iv),Phải thu cả nhân (iv),34.840,34.840,34840.0,34840.0
Thuế thu nhập doanh nghiệp nộp ở nước ngoài chở tất toán,Thuế thu nhập doanh nghiệp nộp ở nước ngoài chở tất toán,Thuế thu nhập doanh nghiệp nộp ở nước ngoài chở tất toán,12.219,12.219,12219.0,12219.0
Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,10.687,57,10687.0,57.0
Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,9.817,10.671,9817.0,10671.0
Phải thu cổ tức bằng tiền mặt,Phải thu cổ tức bằng tiền mặt,Phải thu cổ tức bằng tiền mặt,5.865,5.865,5865.0,5865.0
Phải thu từ chuyển nhượng cổ phần,Phải thu từ chuyển nhượng cổ phần,Phải thu từ chuyển nhượng cổ phần,-,21.630,,21630.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,23.521,21.326,23521.0,21326.0
,,,1.330.369,1.754.029,1330369.0,1754029.0
