row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải trả nhà cung cấp,Phải trả nhà cung cấp,Phải trả nhà cung cấp,7.591.805.839.201,4.201.772.718.938,7591805839201.0,4201772718938.0
PVOil Singapore Pte. Ltd.,PVOil Singapore Pte. Ltd.,PVOil Singapore Pte. Ltd.,4.285.348.533.695,-,4285348533695.0,
Tổng Công ty Dầu Việt Nam - CTCP,Tổng Công ty Dầu Việt Nam - CTCP,Tổng Công ty Dầu Việt Nam - CTCP,2.371.459.701.101,3.098.903.526.258,2371459701101.0,3098903526258.0
Chi nhánh Tập đoàn Dầu khí Việt Nam - Công ty Điều hành Dầu khí Biến Đông (Lô 05-2 & Lô 05-3),Chi nhánh Tập đoàn Dầu khí Việt Nam - Công ty Điều hành Dầu khí Biến Đông (Lô 05-2 & Lô 05-3),Chi nhánh Tập đoàn Dầu khí Việt Nam - Công ty Điều hành Dầu khí Biến Đông (Lô 05-2 & Lô 05-3),407.833.843.448,459.274.781.589,407833843448.0,459274781589.0
Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,244.896.330.944,250.857.407.807,244896330944.0,250857407807.0
Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,95.655.670.925,59.419.108.884,95655670925.0,59419108884.0
Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,48.526.862.481,68.110.419.047,48526862481.0,68110419047.0
Tổng Công ty Bảo dưỡng Sửa chữa Công trình Dầu khí - CTCP,Tổng Công ty Bảo dưỡng Sửa chữa Công trình Dầu khí - CTCP,Tổng Công ty Bảo dưỡng Sửa chữa Công trình Dầu khí - CTCP,43.014.221.104,49.135.837.167,43014221104.0,49135837167.0
Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,30.617.313.766,50.679.825.166,30617313766.0,50679825166.0
Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,17.153.397.105,27.476.077.514,17153397105.0,27476077514.0
Tổng Công ty Bảo hiểm PVI,Tổng Công ty Bảo hiểm PVI,Tổng Công ty Bảo hiểm PVI,10.735.504.925,16.681.721.140,10735504925.0,16681721140.0
Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01/97 & 02/97),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01/97 & 02/97),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01/97 & 02/97),8.473.696.273,17.607.380.190,8473696273.0,17607380190.0
Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,6.440.677.610,422.616.720,6440677610.0,422616720.0
Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,4.480.897.901,4.480.897.901,4480897901.0,4480897901.0
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,4.317.050.520,4.352.530.950,4317050520.0,4352530950.0
Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01 & 02),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01 & 02),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01 & 02),3.164.419.108,6.583.950.200,3164419108.0,6583950200.0
Công ty Cổ phần Xăng dầu Dầu khí PV OIL Miền Trung,Công ty Cổ phần Xăng dầu Dầu khí PV OIL Miền Trung,Công ty Cổ phần Xăng dầu Dầu khí PV OIL Miền Trung,2.172.183.100,2.255.356.410,2172183100.0,2255356410.0
Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,1.938.686.994,647.302.909,1938686994.0,647302909.0
Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,1.810.462.354,662.801.126,1810462354.0,662801126.0
Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,1.268.780.000,340.000.000,1268780000.0,340000000.0
Chi nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Chi nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Chi nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,1.188.645.847,3.280.566.904,1188645847.0,3280566904.0
Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công ty Cổ phần Vận tải Dầu khí Đông Dương,777.600.000,394.621.200,777600000.0,394621200.0
Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,531.360.000,531.360.000,531360000.0,531360000.0
Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 05.1a),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 05.1a),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 05.1a),-,75.070.109.256,,75070109256.0
Công ty TNHH PVChem - Tech,Công ty TNHH PVChem - Tech,Công ty TNHH PVChem - Tech,-,4.065.720.600,,4065720600.0
Công ty Cổ phần Hóa đầu và Xơ sợi Việt Nam,Công ty Cổ phần Hóa đầu và Xơ sợi Việt Nam,Công ty Cổ phần Hóa đầu và Xơ sợi Việt Nam,-,200.000.000,,200000000.0
Công ty Cổ phần Đào tạo Kỹ thuật PVD,Công ty Cổ phần Đào tạo Kỹ thuật PVD,Công ty Cổ phần Đào tạo Kỹ thuật PVD,-,196.000.000,,196000000.0
Trường Cao đẳng Dầu khí,Trường Cao đẳng Dầu khí,Trường Cao đẳng Dầu khí,-,142.800.000,,142800000.0
