row_label_raw,row_label_full,col_0,31/12/2016,01/01/2016,numeric__31/12/2016,numeric__01/01/2016
Công ty TNHH Minh Đức,Công ty TNHH Minh Đức,Công ty TNHH Minh Đức,1.423.198.920,3.692.697.674,1423198920.0,3692697674.0
Công ty TNHH Đầu tư và PP Thuận Phát - Đống Đa,Công ty TNHH Đầu tư và PP Thuận Phát - Đống Đa,Công ty TNHH Đầu tư và PP Thuận Phát - Đống Đa,1.413.585.779,1.312.301.466,1413585779.0,1312301466.0
Công ty CP XD & TM 127,Công ty CP XD & TM 127,Công ty CP XD & TM 127,1.054.426.174,163.763.668,1054426174.0,163763668.0
DNTN TM Minh Chiều,DNTN TM Minh Chiều,DNTN TM Minh Chiều,1.089.939.766,-,1089939766.0,
Công ty TNHH MTV Hữu Thủy,Công ty TNHH MTV Hữu Thủy,Công ty TNHH MTV Hữu Thủy,2.056.987.658,3.488.999.958,2056987658.0,3488999958.0
Công ty TNHH TM & DV Hưng Oanh,Công ty TNHH TM & DV Hưng Oanh,Công ty TNHH TM & DV Hưng Oanh,1.605.569.965,1.303.099.031,1605569965.0,1303099031.0
Công ty TNHH Thương mại Xuất nhập khẩu Việt Trung,Công ty TNHH Thương mại Xuất nhập khẩu Việt Trung,Công ty TNHH Thương mại Xuất nhập khẩu Việt Trung,4.310.401.154,3.736.256.908,4310401154.0,3736256908.0
Công ty TNHH Thương mại Sơn Hà,Công ty TNHH Thương mại Sơn Hà,Công ty TNHH Thương mại Sơn Hà,14.075.888,3.015.700.509,14075888.0,3015700509.0
Chi nhánh Bim Sơn - Công ty TNHH Thương mại Sơn Hà,Chi nhánh Bim Sơn - Công ty TNHH Thương mại Sơn Hà,Chi nhánh Bim Sơn - Công ty TNHH Thương mại Sơn Hà,-,2.747.959.753,,2747959753.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,31.362.447.497,52.205.579.632,31362447497.0,52205579632.0
Cộng,Cộng,Cộng,44.330.632.801,71.666.358.599,44330632801.0,71666358599.0
