row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,01/7/2018,01/7/2018_1,numeric__31/12/2018,numeric__31/12/2018_1,numeric__01/7/2018,numeric__01/7/2018_1
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng (i),,,,
b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,,,,
Công ty Cổ phần Thủy điện Hùa Na,b1. Đầu tư vào công ty con > Công ty Cổ phần Thủy điện Hùa Na,Công ty Cổ phần Thủy điện Hùa Na,1.898.727.600.000,-,1.898.727.600.000,-,1898727600000.0,,1898727600000.0,
Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,b1. Đầu tư vào công ty con > Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,1.883.540.039.397,-,1.883.540.039.397,-,1883540039397.0,,1883540039397.0,
Công ty Cổ phần Thủy điện Đakđrinh,b1. Đầu tư vào công ty con > Công ty Cổ phần Thủy điện Đakđrinh,Công ty Cổ phần Thủy điện Đakđrinh,967.876.000.000,-,967.876.000.000,-,967876000000.0,,967876000000.0,
Công ty Cổ phần Máy - Thiết bị Dầu khí,b1. Đầu tư vào công ty con > Công ty Cổ phần Máy - Thiết bị Dầu khí,Công ty Cổ phần Máy - Thiết bị Dầu khí,189.249.270.700,-,189.249.270.700,-,189249270700.0,,189249270700.0,
Công ty Cổ phần Điện lực Dầu khí Bắc Kạn,b1. Đầu tư vào công ty con > Công ty Cổ phần Điện lực Dầu khí Bắc Kạn,Công ty Cổ phần Điện lực Dầu khí Bắc Kạn,81.436.000.000,-,81.436.000.000,-,81436000000.0,,81436000000.0,
Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,b1. Đầu tư vào công ty con > Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,76.500.000.000,-,76.500.000.000,-,76500000000.0,,76500000000.0,
,,,5.097.328.910.097,-,5.097.328.910.097,-,5097328910097.0,,5097328910097.0,
b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,,,,
Công ty Cổ phần Thủy điện Nậm Chiến,b2. Đầu tư vào công ty liên kết > Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,302.295.301.000,-,302.295.301.000,-,302295301000.0,,302295301000.0,
Công ty Cổ phần Năng lượng Sông Hồng,b2. Đầu tư vào công ty liên kết > Công ty Cổ phần Năng lượng Sông Hồng,Công ty Cổ phần Năng lượng Sông Hồng,32.887.500.000,-,32.887.500.000,-,32887500000.0,,32887500000.0,
,,,335.182.801.000,-,335.182.801.000,-,335182801000.0,,335182801000.0,
b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,,,,
Công ty Cổ phần Điện Việt Lào,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cổ phần Điện Việt Lào,Công ty Cổ phần Điện Việt Lào,320.049.656.500,-,320.049.656.500,-,320049656500.0,,320049656500.0,
Công ty Cổ phần Thủy điện Sông Tranh 3,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cổ phần Thủy điện Sông Tranh 3,Công ty Cổ phần Thủy điện Sông Tranh 3,29.341.800.000,144.719.609,29.341.800.000,-,29341800000.0,144719609.0,29341800000.0,
Công ty Cổ phần EVN Quốc tế,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cổ phần EVN Quốc tế,Công ty Cổ phần EVN Quốc tế,28.800.000.000,-,28.800.000.000,-,28800000000.0,,28800000000.0,
Công ty Cổ phần Phát triển Đô thị Dầu khí,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,18.202.000.000,18.202.000.000,18.202.000.000,-,18202000000.0,18202000000.0,18202000000.0,
Công ty Cổ phần Thủy điện Sơn Trà Sông Đà,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cổ phần Thủy điện Sơn Trà Sông Đà,Công ty Cổ phần Thủy điện Sơn Trà Sông Đà,1.228.800.000,1.228.800.000,1.228.800.000,-,1228800000.0,1228800000.0,1228800000.0,
Công ty Cổ phần Cơ điện Dầu khí,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cổ phần Cơ điện Dầu khí,Công ty Cổ phần Cơ điện Dầu khí,1.000.000.000,263.770.062,1.000.000.000,-,1000000000.0,263770062.0,1000000000.0,
Công ty Cổ phần Năng lượng Châu Á Thái Bình Dương,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cổ phần Năng lượng Châu Á Thái Bình Dương,Công ty Cổ phần Năng lượng Châu Á Thái Bình Dương,550.000.000,550.000.000,550.000.000,-,550000000.0,550000000.0,550000000.0,
,,,399.172.256.500,20.389.289.671,399.172.256.500,-,399172256500.0,20389289671.0,399172256500.0,
