row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
4.1. Ngắn hạn,4.1. Ngắn hạn,4.1. Ngắn hạn,4.1. Ngắn hạn,4.1. Ngắn hạn,,
i) Nhà cung cấp - trong nước,i) Nhà cung cấp - trong nước,i) Nhà cung cấp - trong nước,i) Nhà cung cấp - trong nước,i) Nhà cung cấp - trong nước,,
- Khác,i) Nhà cung cấp - trong nước > - Khác,- Khác,7.659.191.879,8.457.718.129,7659191879.0,8457718129.0
ii) Nhà cung cấp - nước ngoài,ii) Nhà cung cấp - nước ngoài,ii) Nhà cung cấp - nước ngoài,ii) Nhà cung cấp - nước ngoài,ii) Nhà cung cấp - nước ngoài,,
- Esmech Equipment PT Ltd,ii) Nhà cung cấp - nước ngoài > - Esmech Equipment PT Ltd,- Esmech Equipment PT Ltd,-,148.005.872.988,,148005872988.0
- Baosteel Singapore PTE Ltd,ii) Nhà cung cấp - nước ngoài > - Baosteel Singapore PTE Ltd,- Baosteel Singapore PTE Ltd,28.051.282.868,-,28051282868.0,
"- HongKong Grand International Co., Ltd","ii) Nhà cung cấp - nước ngoài > - HongKong Grand International Co., Ltd","- HongKong Grand International Co., Ltd",45.245.919.654,-,45245919654.0,
- JFE Shoji Trade Corporation - Tokyo Head Office,ii) Nhà cung cấp - nước ngoài > - JFE Shoji Trade Corporation - Tokyo Head Office,- JFE Shoji Trade Corporation - Tokyo Head Office,20.021.345.914,-,20021345914.0,
"- Shanghai Jingxiang Industrial Co.,Ltd","ii) Nhà cung cấp - nước ngoài > - Shanghai Jingxiang Industrial Co.,Ltd","- Shanghai Jingxiang Industrial Co.,Ltd",18.124.614.000,-,18124614000.0,
- Khác,ii) Nhà cung cấp - nước ngoài > - Khác,- Khác,1.326.919.470,18.493.926.136,1326919470.0,18493926136.0
Cộng,ii) Nhà cung cấp - nước ngoài > Cộng,Cộng,120.429.273.785,174.957.517.253,120429273785.0,174957517253.0
4.2. Dài hạn,4.2. Dài hạn,4.2. Dài hạn,-,-,,
4.3. Trả trước cho các bên liên quan,4.3. Trả trước cho các bên liên quan,4.3. Trả trước cho các bên liên quan,-,-,,
