row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
16.1. Ngắn hạn,16.1. Ngắn hạn,16.1. Ngắn hạn,,,,
"- BHXH, BHYT, BHTN","16.1. Ngắn hạn > - BHXH, BHYT, BHTN","- BHXH, BHYT, BHTN",36.041.056,135.850.099,36041056.0,135850099.0
"- Các khoản phải trả, phải nộp khác","16.1. Ngắn hạn > - Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác",96.698.179,114.679.202,96698179.0,114679202.0
Cộng,16.1. Ngắn hạn > Cộng,Cộng,132.739.235,250.529.301,132739235.0,250529301.0
16.2. Dài hạn,16.2. Dài hạn,16.2. Dài hạn,,,,
- Tài sản thừa chờ giải quyết,16.2. Dài hạn > - Tài sản thừa chờ giải quyết,- Tài sản thừa chờ giải quyết,399.090.000,399.090.000,399090000.0,399090000.0
- Công ty LD Thép Nam Kim,16.2. Dài hạn > - Công ty LD Thép Nam Kim,- Công ty LD Thép Nam Kim,900.000.000,900.000.000,900000000.0,900000000.0
Cộng,16.2. Dài hạn > Cộng,Cộng,1.299.090.000,1.299.090.000,1299090000.0,1299090000.0
16.3. Số nợ quá hạn chưa thanh toán,16.3. Số nợ quá hạn chưa thanh toán,16.3. Số nợ quá hạn chưa thanh toán,-,-,,
