row_label_raw,row_label_full,col_0,Năm 2018VND,Năm 2017VND,numeric__Năm 2018VND,numeric__Năm 2017VND
Ông Tô Như Toàn,Ông Tô Như Toàn,Ông Tô Như Toàn,Ông Tô Như Toàn,Ông Tô Như Toàn,,
Thu tiền thuế TNCN,Ông Tô Như Toàn > Thu tiền thuế TNCN,Thu tiền thuế TNCN,-,1.279.711.397,,1279711397.0
Trả tiền nhận chuyển nhượng cổ phần,Ông Tô Như Toàn > Trả tiền nhận chuyển nhượng cổ phần,Trả tiền nhận chuyển nhượng cổ phần,-,278.006.400.000,,278006400000.0
Thu tiền chuyển nhượng cổ phần,Ông Tô Như Toàn > Thu tiền chuyển nhượng cổ phần,Thu tiền chuyển nhượng cổ phần,-,1.600.000.000,,1600000000.0
Trả lãi vay,Ông Tô Như Toàn > Trả lãi vay,Trả lãi vay,-,2.120.547.946,,2120547946.0
Thu tiền vay vốn cá nhân,Ông Tô Như Toàn > Thu tiền vay vốn cá nhân,Thu tiền vay vốn cá nhân,-,83.000.000.000,,83000000000.0
Trả gốc vay vốn cá nhân,Ông Tô Như Toàn > Trả gốc vay vốn cá nhân,Trả gốc vay vốn cá nhân,-,114.923.508.000,,114923508000.0
Chi trả cổ tức,Ông Tô Như Toàn > Chi trả cổ tức,Chi trả cổ tức,-,64.296.760.000,,64296760000.0
Ông Tô Như Thắng,Ông Tô Như Thắng,Ông Tô Như Thắng,Ông Tô Như Thắng,Ông Tô Như Thắng,,
Thu tiền thuế TNCN,Ông Tô Như Thắng > Thu tiền thuế TNCN,Thu tiền thuế TNCN,-,850.598.850,,850598850.0
Trả lãi vay,Ông Tô Như Thắng > Trả lãi vay,Trả lãi vay,-,215.671.233,,215671233.0
Thu tiền vay vốn cá nhân,Ông Tô Như Thắng > Thu tiền vay vốn cá nhân,Thu tiền vay vốn cá nhân,-,24.000.000.000,,24000000000.0
Trả gốc vay vốn cá nhân,Ông Tô Như Thắng > Trả gốc vay vốn cá nhân,Trả gốc vay vốn cá nhân,-,51.500.000.000,,51500000000.0
Thu tiền chuyển nhượng cổ phần,Ông Tô Như Thắng > Thu tiền chuyển nhượng cổ phần,Thu tiền chuyển nhượng cổ phần,-,360.000.000,,360000000.0
Thu tiền góp vốn,Ông Tô Như Thắng > Thu tiền góp vốn,Thu tiền góp vốn,-,160.131.160.000,,160131160000.0
Chi trả cổ tức,Ông Tô Như Thắng > Chi trả cổ tức,Chi trả cổ tức,-,25.442.900.000,,25442900000.0
Ông Vũ Thanh Tuấn,Ông Vũ Thanh Tuấn,Ông Vũ Thanh Tuấn,Ông Vũ Thanh Tuấn,Ông Vũ Thanh Tuấn,,
Thu tiền thuế TNCN,Ông Vũ Thanh Tuấn > Thu tiền thuế TNCN,Thu tiền thuế TNCN,-,469.921.692,,469921692.0
Trả tiền nhận chuyển nhượng cổ phần,Ông Vũ Thanh Tuấn > Trả tiền nhận chuyển nhượng cổ phần,Trả tiền nhận chuyển nhượng cổ phần,-,42.585.000.000,,42585000000.0
Thu tiền chuyển nhượng cổ phần,Ông Vũ Thanh Tuấn > Thu tiền chuyển nhượng cổ phần,Thu tiền chuyển nhượng cổ phần,-,9.285.000.000,,9285000000.0
Thu tiền góp vốn,Ông Vũ Thanh Tuấn > Thu tiền góp vốn,Thu tiền góp vốn,-,295.727.740.000,,295727740000.0
Chi trả cổ tức,Ông Vũ Thanh Tuấn > Chi trả cổ tức,Chi trả cổ tức,-,9.462.190.000,,9462190000.0
Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,,
Thu tiền thuế TNCN,Ông Phạm Hồng Châu > Thu tiền thuế TNCN,Thu tiền thuế TNCN,-,8.250.000,,8250000.0
Chi trả cổ tức,Ông Phạm Hồng Châu > Chi trả cổ tức,Chi trả cổ tức,-,165.000.000,,165000000.0
Ông Đình Quốc Hà,Ông Đình Quốc Hà,Ông Đình Quốc Hà,Ông Đình Quốc Hà,Ông Đình Quốc Hà,,
Chuyển tiền mua cổ phần Công ty CP Đầu tư Văn Phú số 1,Ông Đình Quốc Hà > Chuyển tiền mua cổ phần Công ty CP Đầu tư Văn Phú số 1,Chuyển tiền mua cổ phần Công ty CP Đầu tư Văn Phú số 1,2.505.000.000,-,2505000000.0,
Thu tiền thuế TNCN,Ông Đình Quốc Hà > Thu tiền thuế TNCN,Thu tiền thuế TNCN,-,8.250.000,,8250000.0
Chi trả cổ tức,Ông Đình Quốc Hà > Chi trả cổ tức,Chi trả cổ tức,-,165.000.000,,165000000.0
Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,,
Thu tiền thuế TNCN,Bà Nguyễn Diệu Tú > Thu tiền thuế TNCN,Thu tiền thuế TNCN,-,8.250.000,,8250000.0
Chi trả cổ tức,Bà Nguyễn Diệu Tú > Chi trả cổ tức,Chi trả cổ tức,-,165.000.000,,165000000.0
Bà Đào Thị Hồng Hạnh,Bà Đào Thị Hồng Hạnh,Bà Đào Thị Hồng Hạnh,Bà Đào Thị Hồng Hạnh,Bà Đào Thị Hồng Hạnh,,
Thu tiền thuế TNCN,Bà Đào Thị Hồng Hạnh > Thu tiền thuế TNCN,Thu tiền thuế TNCN,-,1.936.162.320,,1936162320.0
Thu tiền góp vốn,Bà Đào Thị Hồng Hạnh > Thu tiền góp vốn,Thu tiền góp vốn,-,145.507.400.000,,145507400000.0
Chi trả cổ tức,Bà Đào Thị Hồng Hạnh > Chi trả cổ tức,Chi trả cổ tức,-,34.857.400.000,,34857400000.0
