row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2015,Địa chỉ,Số lượng,% lợi ích kinh tế,% quyền biểu quyết,Giá gốc VND,Dự phòng giảm giá giá trị đầu tư VND,Giá trị hợp lý VND,numeric__Địa chỉ,numeric__Số lượng,numeric__% lợi ích kinh tế,numeric__% quyền biểu quyết,numeric__Giá gốc VND,numeric__Dự phòng giảm giá giá trị đầu tư VND,numeric__Giá trị hợp lý VND
Đầu tư góp vốn vào:Khác,Đầu tư góp vốn vào:Khác,Đầu tư góp vốn vào:Khác,Đầu tư góp vốn vào:Khác,Đầu tư góp vốn vào:Khác,Đầu tư góp vốn vào:Khác,Đầu tư góp vốn vào:Khác,Đầu tư góp vốn vào:Khác,Đầu tư góp vốn vào:Khác,Đầu tư góp vốn vào:Khác,,,,,,,
Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Đầu tư góp vốn vào:Khác > Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),"220 Nguyễn Biểu, Phường 2, Quận 5, Thành phố Hồ Chí Minh62 Trần Huy Liệu, Quận Phú Nhuận, Thành phố Hồ Chí Minh16/9 Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí MinhĐất Mới, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh171A Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh262 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh",29.179,"12,69%","12,69%",3.367.140.000,-,(*),,29179.0,0.12689999999999999,0.12689999999999999,3367140000.0,,
Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Đầu tư góp vốn vào:Khác > Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),"220 Nguyễn Biểu, Phường 2, Quận 5, Thành phố Hồ Chí Minh62 Trần Huy Liệu, Quận Phú Nhuận, Thành phố Hồ Chí Minh16/9 Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí MinhĐất Mới, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh171A Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh262 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh",160.000,"0,08%","0,08%",4.920.000.000,-,(*),,160000.0,0.0008,0.0008,4920000000.0,,
Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Đầu tư góp vốn vào:Khác > Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),"220 Nguyễn Biểu, Phường 2, Quận 5, Thành phố Hồ Chí Minh62 Trần Huy Liệu, Quận Phú Nhuận, Thành phố Hồ Chí Minh16/9 Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí MinhĐất Mới, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh171A Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh262 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh",76.400,"3,06%","3,06%",2.292.000.000,-,(*),,76400.0,0.030600000000000002,0.030600000000000002,2292000000.0,,
Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Đầu tư góp vốn vào:Khác > Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),"220 Nguyễn Biểu, Phường 2, Quận 5, Thành phố Hồ Chí Minh62 Trần Huy Liệu, Quận Phú Nhuận, Thành phố Hồ Chí Minh16/9 Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí MinhĐất Mới, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh171A Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh262 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh",-,(e),(e),200.000.000.000,-,(*),,,,,200000000000.0,,
Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Đầu tư góp vốn vào:Khác > Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),"220 Nguyễn Biểu, Phường 2, Quận 5, Thành phố Hồ Chí Minh62 Trần Huy Liệu, Quận Phú Nhuận, Thành phố Hồ Chí Minh16/9 Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí MinhĐất Mới, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh171A Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh262 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh",5.366.000,"15,33%","20,52%",99.773.115.895,-,(*),,5366000.0,0.1533,0.2052,99773115895.0,,
Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Đầu tư góp vốn vào:Khác > Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ LớnCông ty Cổ phần Đầu tư Thành Thành CôngCông ty Cổ phần Tàu CuốcCông ty TNHH SX-XD-DV Hoa Đồng (e)Công ty Cổ phần May Tiến Phát (f)Công ty Cổ phần Đầu tư Tín Việt (g),"220 Nguyễn Biểu, Phường 2, Quận 5, Thành phố Hồ Chí Minh62 Trần Huy Liệu, Quận Phú Nhuận, Thành phố Hồ Chí Minh16/9 Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí MinhĐất Mới, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh171A Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh262 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh",6.409.500,"16,14%","16,14%",53.796.747.261,-,(*),,6409500.0,0.16140000000000002,0.16140000000000002,53796747261.0,,
,,,,,,,364.149.003.156,-,,,,,,364149003156.0,,
,,,,,,,1.008.716.984.270,(97.607.549.525),,,,,,1008716984270.0,-97607549525.0,
