row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Công ty TNHH Đầu tư và Phát triển Đồ thị Gia Lâm,Công ty TNHH Đầu tư và Phát triển Đồ thị Gia Lâm,Công ty TNHH Đầu tư và Phát triển Đồ thị Gia Lâm,33.342.643.681,-,33342643681.0,
Tập đoàn Vingroup - Công ty,Tập đoàn Vingroup - Công ty,Tập đoàn Vingroup - Công ty,22.621.479.244,63.805.379.440,22621479244.0,63805379440.0
Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,22.094.838.677,79.280.475.243,22094838677.0,79280475243.0
Công ty TNHH Thương mại Đầu tư và Phát triển Thiên Niên Kỹ,Công ty TNHH Thương mại Đầu tư và Phát triển Thiên Niên Kỹ,Công ty TNHH Thương mại Đầu tư và Phát triển Thiên Niên Kỹ,-,93.142.370.813,,93142370813.0
Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,-,59.901.886.946,,59901886946.0
Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,-,51.743.308.728,,51743308728.0
Khác,Khác,Khác,32.982.346.653,92.843.821.412,32982346653.0,92843821412.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,111.041.308.255,440.717.242.582,111041308255.0,440717242582.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(7.256.450.927),(8.648.976.794),-7256450927.0,-8648976794.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,103.784.857.328,432.068.265.788,103784857328.0,432068265788.0
