row_label_raw,row_label_full,col_0,31/12/2018triệu đồng,31/12/2017triệu đồng,numeric__31/12/2018triệu đồng,numeric__31/12/2017triệu đồng
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán đầu tư sẵn sàng để bán > Chứng khoán nợ,Chứng khoán nợ,26.446.423,22.433.865,26446423.0,22433865.0
Chứng khoán nợ Chính phủ,Chứng khoán đầu tư sẵn sàng để bán > Chứng khoán nợ Chính phủ,Chứng khoán nợ Chính phủ,15.700.272,12.452.281,15700272.0,12452281.0
- Trái phiếu Chính phủ,Chứng khoán đầu tư sẵn sàng để bán > - Trái phiếu Chính phủ,- Trái phiếu Chính phủ,15.700.272,12.452.281,15700272.0,12452281.0
Chứng khoán nợ do các TCTD khác phát hành,Chứng khoán đầu tư sẵn sàng để bán > Chứng khoán nợ do các TCTD khác phát hành,Chứng khoán nợ do các TCTD khác phát hành,8.416.151,6.680.584,8416151.0,6680584.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán đầu tư sẵn sàng để bán > Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,2.330.000,3.301.000,2330000.0,3301000.0
,,,26.446.423,22.433.865,26446423.0,22433865.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
- Dự phòng chung rủi ro chứng khoán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > - Dự phòng chung rủi ro chứng khoán,- Dự phòng chung rủi ro chứng khoán,(68.816),(70.633),-68816.0,-70633.0
- Dự phòng cụ thể rủi ro chứng khoán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > - Dự phòng cụ thể rủi ro chứng khoán,- Dự phòng cụ thể rủi ro chứng khoán,(72.227),(87.928),-72227.0,-87928.0
,,,(141.043),(158.561),-141043.0,-158561.0
,,,26.305.380,22.275.304,26305380.0,22275304.0
