row_label_raw,row_label_full,col_0,Năm 2018 triệu đồng,Năm 2017 triệu đồng,numeric__Năm 2018 triệu đồng,numeric__Năm 2017 triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,999.627,582.223,999627.0,582223.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,335.239,218.653,335239.0,218653.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,4.709,4.494,4709.0,4494.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,19.041,22.312,19041.0,22312.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,1.772,1.011,1772.0,1011.0
Thu phí duy trì tài khoản,Thu phí duy trì tài khoản,Thu phí duy trì tài khoản,18.154,14.747,18154.0,14747.0
Thu phí dịch vụ mobile banking,Thu phí dịch vụ mobile banking,Thu phí dịch vụ mobile banking,23.594,17.533,23594.0,17533.0
Thu phí hoa hồng bảo hiểm,Thu phí hoa hồng bảo hiểm,Thu phí hoa hồng bảo hiểm,239.888,79.170,239888.0,79170.0
Thu phí khác,Thu phí khác,Thu phí khác,357.230,224.303,357230.0,224303.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(289.067),(184.184),-289067.0,-184184.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(155.685),(114.872),-155685.0,-114872.0
Cước phí bưu điện về mạng viễn thông,Cước phí bưu điện về mạng viễn thông,Cước phí bưu điện về mạng viễn thông,(29.408),(22.725),-29408.0,-22725.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,(4.245),(1.494),-4245.0,-1494.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,(5.652),(32),-5652.0,-32.0
Hoa hồng môi giới,Hoa hồng môi giới,Hoa hồng môi giới,(80.189),(26.655),-80189.0,-26655.0
Chi khác,Chi khác,Chi khác,(13.888),(18.406),-13888.0,-18406.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,710.560,398.039,710560.0,398039.0
