row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2022,Năm 2021,numeric__Thuyết minh,numeric__Năm 2022,numeric__Năm 2021
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,-,-,,,
16. Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN > 16. Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,16. Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,,479.284,689.052,,479284.0,689052.0
17. Tăng/(Giảm) tiền gửi của khách hàng,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN > 17. Tăng/(Giảm) tiền gửi của khách hàng,17. Tăng/(Giảm) tiền gửi của khách hàng,,2.393.920,(118.147),,2393920.0,-118147.0
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG được tính vào hoạt động tài chính),18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG được tính vào hoạt động tài chính),18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG được tính vào hoạt động tài chính),,-,-,,,
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,-,-,,,
20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,-,-,,,
21. Tăng/(Giảm) khác về công nợ hoạt động,20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác > 21. Tăng/(Giảm) khác về công nợ hoạt động,21. Tăng/(Giảm) khác về công nợ hoạt động,,(10.715),30.230,,-10715.0,30230.0
22. Chi từ các quỹ của tổ chức tín dụng,22. Chi từ các quỹ của tổ chức tín dụng,22. Chi từ các quỹ của tổ chức tín dụng,,-,-,,,
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,22. Chi từ các quỹ của tổ chức tín dụng > I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(450.349),(283.994),,-450349.0,-283994.0
LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01. Mua sắm TSCĐ,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 01. Mua sắm TSCĐ,01. Mua sắm TSCĐ,,(43.883),(65.528),,-43883.0,-65528.0
"02. Tiền thu từ thanh lý, nhượng bán TSCĐ","LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 02. Tiền thu từ thanh lý, nhượng bán TSCĐ","02. Tiền thu từ thanh lý, nhượng bán TSCĐ",,24,582,,24.0,582.0
"03. Tiền chi từ thanh lý, nhượng bán TSCĐ","03. Tiền chi từ thanh lý, nhượng bán TSCĐ","03. Tiền chi từ thanh lý, nhượng bán TSCĐ",,-,-,,,
04. Mua sắm bất động sản đầu tư,04. Mua sắm bất động sản đầu tư,04. Mua sắm bất động sản đầu tư,,-,-,,,
"05. Tiền thu từ bán, thanh lý bất động sản đầu tư","05. Tiền thu từ bán, thanh lý bất động sản đầu tư","05. Tiền thu từ bán, thanh lý bất động sản đầu tư",,-,-,,,
"06. Tiền chi ra do bán, thanh lý bất động sản đầu tư","06. Tiền chi ra do bán, thanh lý bất động sản đầu tư","06. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,-,-,,,
"07. Tiền chi đầu tư, góp vốn vào các đơn vị khác","07. Tiền chi đầu tư, góp vốn vào các đơn vị khác","07. Tiền chi đầu tư, góp vốn vào các đơn vị khác",,-,-,,,
"08. Tiền thu đầu tư, góp vốn vào các đơn vị khác","08. Tiền thu đầu tư, góp vốn vào các đơn vị khác","08. Tiền thu đầu tư, góp vốn vào các đơn vị khác",,-,-,,,
"09. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","08. Tiền thu đầu tư, góp vốn vào các đơn vị khác > 09. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","09. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,3.488,106.916,,3488.0,106916.0
II. Lưu chuyển tiền từ hoạt động đầu tư,"08. Tiền thu đầu tư, góp vốn vào các đơn vị khác > II. Lưu chuyển tiền từ hoạt động đầu tư",II. Lưu chuyển tiền từ hoạt động đầu tư,,(40.371),41.970,,-40371.0,41970.0
