row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữuVND,Thặng dư vốn cổ phầnVND,Vốn khác của chủ sở hữuVND,Cổ phiếu quỹVND,Chênh lệch tỷ giá hối đoáiVND,Quỹ đầu tư phát triểnVND,Lợi nhuận sau thuế chưa phân phốiVND,Lợi ích cổ đông không kiểm soátVND,Tổng cộngVND,numeric__Vốn góp của chủ sở hữuVND,numeric__Thặng dư vốn cổ phầnVND,numeric__Vốn khác của chủ sở hữuVND,numeric__Cổ phiếu quỹVND,numeric__Chênh lệch tỷ giá hối đoáiVND,numeric__Quỹ đầu tư phát triểnVND,numeric__Lợi nhuận sau thuế chưa phân phốiVND,numeric__Lợi ích cổ đông không kiểm soátVND,numeric__Tổng cộngVND
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,5.818.042.536.944,5.818.042.536.944,,,,,,,2857839224.0,5818042536944.0,5818042536944.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,Tái cấu trúc Mua công ty con Chuyển đổi Báo cáo tài chính công ty con Công ty con tái phát hành cổ phiếu quỹ,-,-,-,-,-,-,2.857.839.224,(1.615.329.516),(3.228.123.053),,,,,,,2857839224.0,-1615329516.0,-3228123053.0
