row_label_raw,row_label_full,3.1. Tiền gửi tại các TCTD khác,31/12/2025,31/12/2024,numeric__31/12/2025,numeric__31/12/2024
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,13.418.076,9.323.929,13418076.0,9323929.0
Bằng VND,Bằng VND,Bằng VND,12.946.442,8.791.325,12946442.0,8791325.0
Bằng ngoại hối,Bằng ngoại hối,Bằng ngoại hối,471.634,532.604,471634.0,532604.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,10.590.000,5.750.000,10590000.0,5750000.0
Bằng VND,Bằng VND,Bằng VND,10.590.000,5.750.000,10590000.0,5750000.0
Bằng ngoại hối,Bằng ngoại hối,Bằng ngoại hối,-,-,,
Cộng,Bằng ngoại hối > Cộng,Cộng,24.008.076,15.073.929,24008076.0,15073929.0
