row_label_raw,row_label_full,Đầu tư vào Công ty con
- Công ty CP Viglacera Thăng Long,- Công ty CP Viglacera Thăng Long,- Công ty CP Viglacera Thăng Long
- Công ty CP Bao bì và Má phanh Viglacera,- Công ty CP Bao bì và Má phanh Viglacera,- Công ty CP Bao bì và Má phanh Viglacera
- Công ty CP Viglacera Bá Hiến,- Công ty CP Viglacera Bá Hiến,- Công ty CP Viglacera Bá Hiến
- Công ty CP Viglacera Từ Liêm,- Công ty CP Viglacera Từ Liêm,- Công ty CP Viglacera Từ Liêm
- Công ty CP Viglacera Đông Anh,- Công ty CP Viglacera Đông Anh,- Công ty CP Viglacera Đông Anh
- Công ty CP Tư vấn Viglacera,- Công ty CP Tư vấn Viglacera,- Công ty CP Tư vấn Viglacera
- Công ty CP Việt Trì Viglacera,- Công ty CP Việt Trì Viglacera,- Công ty CP Việt Trì Viglacera
- Công ty CP Kính Viglacera Đáp Cầu,- Công ty CP Kính Viglacera Đáp Cầu,- Công ty CP Kính Viglacera Đáp Cầu
- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera
- Công ty CP Viglacera Hữu Hưng,- Công ty CP Viglacera Hữu Hưng,- Công ty CP Viglacera Hữu Hưng
- Công ty CP Viglacera Tiên Sơn,- Công ty CP Viglacera Tiên Sơn,- Công ty CP Viglacera Tiên Sơn
- Công ty CP Thương mại Viglacera,- Công ty CP Thương mại Viglacera,- Công ty CP Thương mại Viglacera
- Công ty CP Viglacera Vân Hải,- Công ty CP Viglacera Vân Hải,- Công ty CP Viglacera Vân Hải
- Công ty CP Khoáng sản Viglacera,- Công ty CP Khoáng sản Viglacera,- Công ty CP Khoáng sản Viglacera
- Công ty CP Sử Viglacera Thanh Trì,- Công ty CP Sử Viglacera Thanh Trì,- Công ty CP Sử Viglacera Thanh Trì
- Công ty CP Viglacera Hạ Long,- Công ty CP Viglacera Hạ Long,- Công ty CP Viglacera Hạ Long
- Công ty CP Viglacera Hà Nội,- Công ty CP Viglacera Hà Nội,- Công ty CP Viglacera Hà Nội
- Công ty CP Bê tông khí Viglacera,- Công ty CP Bê tông khí Viglacera,- Công ty CP Bê tông khí Viglacera
- Công ty CP Vinafacade,- Công ty CP Vinafacade,- Công ty CP Vinafacade
- Công ty CP Viglacera Đông Triêu [1],- Công ty CP Viglacera Đông Triêu [1],- Công ty CP Viglacera Đông Triêu [1]
