row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Triệu VND,Triệu VND,,
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,23.217.403,23.301.517,23217403.0,23301517.0
- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,19.044.118,18.636.287,19044118.0,18636287.0
- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,4.173.285,4.665.230,4173285.0,4665230.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,152.228.800,142.126.215,152228800.0,142126215.0
- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,141.502.461,136.051.653,141502461.0,136051653.0
- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,10.726.339,6.074.562,10726339.0,6074562.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,1.321.254,667.170,1321254.0,667170.0
- Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi vốn chuyên dùng bằng VND,1.312.416,654.731,1312416.0,654731.0
- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,8.838,12.439,8838.0,12439.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,536.420,1.352.742,536420.0,1352742.0
- Tiền gửi ký quỹ bằng VND,- Tiền gửi ký quỹ bằng VND,- Tiền gửi ký quỹ bằng VND,514.822,1.322.675,514822.0,1322675.0
- Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi ký quỹ bằng ngoại tệ,21.598,30.067,21598.0,30067.0
,,,177.303.877,167.447.644,177303877.0,167447644.0
