row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
,,,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,,,
01.,01.,01.,Thu nhập lãi và các khoản thu nhập tương tự nhận được,15.215.553,12.911.207,,15215553.0,12911207.0
02.,02.,02.,Chỉ phí lãi và các chi phí tương tự đã trả,(8.871.387),(7.731.193),,-8871387.0,-7731193.0
03.,03.,03.,Thu nhập từ hoạt động dịch vụ nhận được,675.488,680.300,,675488.0,680300.0
04.,04.,04.,"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, chứng khoán",603.715,649.959,,603715.0,649959.0
05.,05.,05.,Thu nhập khác,45.851,346.806,,45851.0,346806.0
06.,06.,06.,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro",472.169,834.202,,472169.0,834202.0
07.,07.,07.,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(4.166.930),(3.147.755),,-4166930.0,-3147755.0
08.,08.,08.,Tiền thuế thu nhập doanh nghiệp thực nộp trong nằm,(729.723),(690.214),,-729723.0,-690214.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,3.244.736,3.853.312,,3244736.0,3853312.0
,,,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,,,
09.,09.,09.,Thay đối các khoản về kinh doanh chứng khoán,8.398.401,(24.200.443),,8398401.0,-24200443.0
10.,10.,10.,Thay đối các công cụ tài chính phải sinh và các tài sản tài chính khác,134.995,(291.886),,134995.0,-291886.0
11.,11.,11.,Thay đối các khoản cho vay khách hàng và hoạt động mua nợ,(28.884.340),(25.505.973),,-28884340.0,-25505973.0
12.,12.,12.,"Thay đối nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất",(982.808),(729.693),,-982808.0,-729693.0
13.,13.,13.,Thay đối khác về tài sản hoạt động,107.482,(122.779),,107482.0,-122779.0
,,,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,,,
14.,14.,14.,Thay đối các khoản nợ chính phủ và NHNN,2.309.740,2.059.640,,2309740.0,2059640.0
15.,15.,15.,"Thay đối các khoản tiền gửi, tiền vay các TCTD khác",11.237.753,13.306.461,,11237753.0,13306461.0
16.,16.,16.,Thay đối tiền gửi của khách hàng,9.856.233,11.118.476,,9856233.0,11118476.0
17.,17.,17.,Thay đối phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),9.203.154,8.864.503,,9203154.0,8864503.0
18.,18.,18.,Thay đối các công cụ tài chính phải sinh và các khoản nợ tài chính khác,26.963,(230.822),,26963.0,-230822.0
19.,19.,19.,Thay đối khác về công nợ hoạt động,(703.650),649.231,,-703650.0,649231.0
20.,20.,20.,Chỉ từ quỹ của tổ chức tín dụng,(2),(137),,-2.0,-137.0
I.,I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,13.948.657,(11.230.110),,13948657.0,-11230110.0
