row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,01/01/2020 > Giá trị,01/01/2020 > Số có khả năng trả nợ,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Số có khả năng trả nợ
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,1.097.766.949.284,1.097.766.949.284,1.387.412.856.438,1.387.412.856.438,1097766949284.0,1097766949284.0,1387412856438.0,1387412856438.0
+ Công ty TNHH MTV Chế Biến Bột Cá Kim Son,+ Công ty TNHH MTV Chế Biến Bột Cá Kim Son,+ Công ty TNHH MTV Chế Biến Bột Cá Kim Son,56.585.124.500,56.585.124.500,29.355.856.400,29.355.856.400,56585124500.0,56585124500.0,29355856400.0,29355856400.0
+ Công ty Cổ Phần Khai Anh Bình Thuận,+ Công ty Cổ Phần Khai Anh Bình Thuận,+ Công ty Cổ Phần Khai Anh Bình Thuận,40.982.962.956,40.982.962.956,41.394.107.452,41.394.107.452,40982962956.0,40982962956.0,41394107452.0,41394107452.0
+ Công ty Cổ phần Hum,+ Công ty Cổ phần Hum,+ Công ty Cổ phần Hum,6.966.392.550,6.966.392.550,39.581.174.733,39.581.174.733,6966392550.0,6966392550.0,39581174733.0,39581174733.0
+ Công ty TNHH TM DV Sông Hậu,+ Công ty TNHH TM DV Sông Hậu,+ Công ty TNHH TM DV Sông Hậu,17.113.450.445,17.113.450.445,21.370.732.445,21.370.732.445,17113450445.0,17113450445.0,21370732445.0,21370732445.0
+ Công ty TNHH Trường Thắng,+ Công ty TNHH Trường Thắng,+ Công ty TNHH Trường Thắng,2.363.078.946,2.363.078.946,2.362.998.100,2.362.998.100,2363078946.0,2363078946.0,2362998100.0,2362998100.0
+ Công ty CP Đầu Tư Xây dựng Số 10 IDICO,+ Công ty CP Đầu Tư Xây dựng Số 10 IDICO,+ Công ty CP Đầu Tư Xây dựng Số 10 IDICO,4.000.000.000,4.000.000.000,311.963.352,311.963.352,4000000000.0,4000000000.0,311963352.0,311963352.0
+ Công ty TNHH MTV Kiểm Định Và Đầu Tư Toàn Cầu,+ Công ty TNHH MTV Kiểm Định Và Đầu Tư Toàn Cầu,+ Công ty TNHH MTV Kiểm Định Và Đầu Tư Toàn Cầu,,,44.648.605.297,44.648.605.297,,,44648605297.0,44648605297.0
+ Công ty STERLING AND WILSON PRIVATE LIMITED,+ Công ty STERLING AND WILSON PRIVATE LIMITED,+ Công ty STERLING AND WILSON PRIVATE LIMITED,27.216.912.299,27.216.912.299,81.881.738.726,81.881.738.726,27216912299.0,27216912299.0,81881738726.0,81881738726.0
+ Công ty Cổ Phần Nông Sản Tràng An,+ Công ty Cổ Phần Nông Sản Tràng An,+ Công ty Cổ Phần Nông Sản Tràng An,53.763.658.720,53.763.658.720,,,53763658720.0,53763658720.0,,
"+ Công ty CP EPC Điện Mặt Trời Việt Nam Co.,Ltd","+ Công ty CP EPC Điện Mặt Trời Việt Nam Co.,Ltd","+ Công ty CP EPC Điện Mặt Trời Việt Nam Co.,Ltd",131.358.544.288,131.358.544.288,,,131358544288.0,131358544288.0,,
