row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
1,1,1,Công ty Cổ phần Vincom Retail,Công ty Vincom Retail,"100,00%","99,01%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thải Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,0.9901000000000001,,
2,2,2,Công ty TNHH Vincom Retail Miền Nam (1),Công ty Vincom Retail Miền Nam,"100,00%","99,01%","72 Lê Thánh Tôn và 45A Lý Tự Trọng, Phường Bến Nghé, Q1, TPHCM",Cho thuê mặt bằng bán lẻ,,,1.0,0.9901000000000001,,
3,3,3,Công ty TNHH Vincom Retail Miền Bắc (2),Công ty Vincom Retail Miền Bắc,"100,00%","99,01%","Số 72A, Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, TP Hà Nội",Cho thuê mặt bằng bán lẻ,,,1.0,0.9901000000000001,,
4,4,4,Công ty TNHH Metropolis,Công ty Metropolis,"100,00%","99,01%","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, TP.HCM",Cho thuê mặt bằng bán lẻ,,,1.0,0.9901000000000001,,
5,5,5,Công ty TNHH Riverview Complex Đà Nẵng,Công ty Riverview Đà Nẵng,"97,11%","96,15%","Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, thành phố Đà Nẵng","Đầu tư, xây dựng và kinh doanh bất động sản",,,0.9711,0.9615,,
6,6,6,Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,Công ty Suối Hoa,"88,00%","87,13%","Km1 + 200, Đường Trần Hưng Đạo, P. Suối Hoa, Thành phố Bắc Ninh, Tỉnh Bắc Ninh","Đầu tư, xây dựng và kinh doanh bất động sản",,,0.88,0.8713,,
7,7,7,Công ty Cổ phần Thương Mại Dịch vụ Vin Tây,Công ty Vin Tây,"95,00%","94,06%","14, Nguyễn Trãi, phường An Hội, quận Ninh Kiều, thành phố Cần Thơ, Việt Nam",Cho thuê mặt bằng bán lẻ,,,0.95,0.9406,,
8,8,8,CTCP Trung tâm Văn hóa thể thao giải trí Hà Nội,Công ty Trung tâm Văn hóa thể thao giải trí Hà Nội,"100,00%","99,01%","Số 2, Phạm Ngọc Thạch, phường Trung Tư, Quận Đồng Đa, TP Hà Nội",Cho thuê mặt bằng bán lẻ,,,1.0,0.9901000000000001,,
9,9,9,CTCP Đầu Tư Kinh Doanh và Phát triển Đô Thị Ngôi Sao Xanh,Công ty Ngôi sao xanh,"100,00%","99,01%","Số 12, ngõ 99, đường Nam Đường, tổ 19, phường Thương Thanh, quận Long Biên, TP Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,0.9901000000000001,,
10,10,10,Công ty Cổ phần Đầu tư An Phong,Công ty An Phong,"100,00%","99,01%","3 Đường 3/2, phường 11, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",Cho thuê mặt bằng bán lẻ,,,1.0,0.9901000000000001,,
11,11,11,Công ty TNHH MTV Thương mại Đầu tư và Phát triển Thời Đại,Công ty Thời Đại,"100,00%","100,00%","72 Lê Thánh tôn và 45A Lý Tự Trọng, Phường Bến Nghé, Q1, TPHCM","Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,1.0,,
12,12,12,Công ty TNHH Kinh doanh Bất động sản Vinhomes 1,Công ty Vinhomes 1,"100,00%","100,00%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thải Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Kinh doanh bất động sản,,,1.0,1.0,,
13,13,13,Công ty TNHH Kinh doanh Bất Đông Sản Vinhomes 2,Công ty Vinhomes 2,"100,00%","99,92%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thải Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Kinh doanh bất động sản,,,1.0,0.9992,,
