row_label_raw,row_label_full,col_0,Năm 2016VND,Năm 2015VND,numeric__Năm 2016VND,numeric__Năm 2015VND
Công ty CP Tài nguyên và Môi trường Trường Minh,Công ty CP Tài nguyên và Môi trường Trường Minh,Công ty CP Tài nguyên và Môi trường Trường Minh,27.252.092,-,27252092.0,
Công ty CP Đầu tư Văn Phú - IPS,Công ty CP Đầu tư Văn Phú - IPS,Công ty CP Đầu tư Văn Phú - IPS,43.180.549,-,43180549.0,
Công ty TNHH MTV Văn Phú - Giảng Võ,Công ty TNHH MTV Văn Phú - Giảng Võ,Công ty TNHH MTV Văn Phú - Giảng Võ,-,1.163.796.301,,1163796301.0
Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,1.083.020.258,-,1083020258.0,
Công ty CP Thời trang Gina Le,Công ty CP Thời trang Gina Le,Công ty CP Thời trang Gina Le,409.090.909,-,409090909.0,
Công ty CP Đầu tư Văn Phú số 1,Công ty CP Đầu tư Văn Phú số 1,Công ty CP Đầu tư Văn Phú số 1,17.773.474.771,-,17773474771.0,
Công ty CP Đầu tư Văn Phú số 2,Công ty CP Đầu tư Văn Phú số 2,Công ty CP Đầu tư Văn Phú số 2,23.567.950.887,-,23567950887.0,
Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,86.729.677,214.531.912,86729677.0,214531912.0
Cộng,Cộng,Cộng,42.990.699.144,1.378.328.213,42990699144.0,1378328213.0
