row_label_raw,row_label_full,Họ và tên,Chức danh,Năm 2024VND,Năm 2023VND,numeric__Chức danh,numeric__Năm 2024VND,numeric__Năm 2023VND
Đỗ Quý Hải,Đỗ Quý Hải,Đỗ Quý Hải,Chủ tịch HDQT,-,600.000.000,,,600000000.0
Nguyễn Văn Phương,Nguyễn Văn Phương,Nguyễn Văn Phương,Phó Chủ tịch HDQT,508.912.267,340.000.000,,508912267.0,340000000.0
Nguyễn Văn Phương,Nguyễn Văn Phương,Nguyễn Văn Phương,Tổng Giám đốc (từ ngày 03/5/2024),,,,,
Phạm Minh Tuấn,Nguyễn Văn Phương > Phạm Minh Tuấn,Phạm Minh Tuấn,Thành viên HDQT (miễn nhiệm ngày 21/10/2023),-,300.000.000,,,300000000.0
Lê Việt Dũng,Nguyễn Văn Phương > Lê Việt Dũng,Lê Việt Dũng,Thành viên HDQT (miễn nhiệm ngày 21/10/2023),-,200.000.000,,,200000000.0
Đỗ Danh Trí,Nguyễn Văn Phương > Đỗ Danh Trí,Đỗ Danh Trí,Thành viên HDQT độc lập (miễn nhiệm ngày 21/10/2023),-,200.000.000,,,200000000.0
Trần Vũ Thái Hoà,Nguyễn Văn Phương > Trần Vũ Thái Hoà,Trần Vũ Thái Hoà,Thành viên HDQT độc lập kiểm Chủ tịch Ủy ban kiểm toán (miễn nhiệm ngày 21/10/2023),-,200.000.000,,,200000000.0
Nguyễn Văn Dũng,Nguyễn Văn Phương > Nguyễn Văn Dũng,Nguyễn Văn Dũng,Phó Chủ tịch,-,40.000.000,,,40000000.0
Nguyễn Văn Dũng,Nguyễn Văn Dũng,Nguyễn Văn Dũng,Tổng Giám đốc (từ ngày 26/4/2024),,,,,
Ông Lê Quang Vĩnh,Nguyễn Văn Dũng > Ông Lê Quang Vĩnh,Ông Lê Quang Vĩnh,"Thành viên HDQT,Phó TGD(từ ngày 26/4/2024)",160.000.000,-,,160000000.0,
Lê Thanh Hải,Nguyễn Văn Dũng > Lê Thanh Hải,Lê Thanh Hải,Thành viên HDQT (từ ngày 26/4/2024),884.105.391,877.964.112,,884105391.0,877964112.0
Lê Thanh Hải,Lê Thanh Hải,Lê Thanh Hải,Phó TGD,,,,,
Bùi Đức Tuế,Lê Thanh Hải > Bùi Đức Tuế,Bùi Đức Tuế,Trường Ban Kiểm soát (đến ngày 26/4/2024),80.000.000,40.000.000,,80000000.0,40000000.0
Đỗ Mạnh Quân,Lê Thanh Hải > Đỗ Mạnh Quân,Đỗ Mạnh Quân,Trường Ban Kiểm soát (từ ngày 26/4/2024),200.000.000,20.000.000,,200000000.0,20000000.0
Chu Việt Hùng,Lê Thanh Hải > Chu Việt Hùng,Chu Việt Hùng,Thành viên Ban Kiểm soát,120.000.000,20.000.000,,120000000.0,20000000.0
Ông Lê Mạnh Hùng,Lê Thanh Hải > Ông Lê Mạnh Hùng,Ông Lê Mạnh Hùng,Thành viên Ban Kiểm soát,80.000.000,-,,80000000.0,
Đoàn Hoà Thuận,Lê Thanh Hải > Đoàn Hoà Thuận,Đoàn Hoà Thuận,Tổng Giám đốc (đến ngày 03/5/2024),603.409.294,1.966.150.150,,603409294.0,1966150150.0
Đinh Thế Quỳnh,Lê Thanh Hải > Đinh Thế Quỳnh,Đinh Thế Quỳnh,Phó TGD (Miễn nhiệm ngày 02/02/2023),150.470.531,93.003.636,,150470531.0,93003636.0
Đỗ Quý Thành,Lê Thanh Hải > Đỗ Quý Thành,Đỗ Quý Thành,Phó TGD (đến ngày 27/43/2024),-,886.205.610,,,886205610.0
Phạm Huy Thông,Lê Thanh Hải > Phạm Huy Thông,Phạm Huy Thông,Phó TGD (Miễn nhiệm ngày 02/02/2023),-,103.134.091,,,103134091.0
Ngô Quốc Huân,Lê Thanh Hải > Ngô Quốc Huân,Ngô Quốc Huân,Phó TGD (Miễn nhiệm ngày 01/8/2023),-,419.058.999,,,419058999.0
Nguyễn Trọng Thiết,Lê Thanh Hải > Nguyễn Trọng Thiết,Nguyễn Trọng Thiết,Phó TGD (Miễn nhiệm ngày 31/3/2023),-,187.845.120,,,187845120.0
Nguyễn Ngọc Thám,Lê Thanh Hải > Nguyễn Ngọc Thám,Nguyễn Ngọc Thám,Phó TGD,132.028.202,680.649.687,,132028202.0,680649687.0
Nguyễn Việt Đức,Lê Thanh Hải > Nguyễn Việt Đức,Nguyễn Việt Đức,Phó TGD (Bố nhiệm ngày 23/7/2024),149.269.812,-,,149269812.0,
Nguyễn Mạnh Tiến,Lê Thanh Hải > Nguyễn Mạnh Tiến,Nguyễn Mạnh Tiến,Phó TGD (Từ ngày 27/3/2024 đến ngày 16/8/2024),273.082.278,-,,273082278.0,
Ông Lê Hồng Sơn,Lê Thanh Hải > Ông Lê Hồng Sơn,Ông Lê Hồng Sơn,Kế toán trưởng (Đến ngày 04/9/2024),450.080.019,-,,450080019.0,
Nguyễn Thị Phương Nga,Lê Thanh Hải > Nguyễn Thị Phương Nga,Nguyễn Thị Phương Nga,Kế toán trưởng (Từ ngày 04/9/2024),220.886.181,-,,220886181.0,
Tổng,Lê Thanh Hải > Tổng,Tổng,,4.012.243.975,7.174.011.405,,4012243975.0,7174011405.0
