row_label_raw,row_label_full,Tên công ty,31/12/2020 > % sở hữu và quyền biểu quyết,31/12/2020 > Giá gốc VND,31/12/2020 > Giá trị hợp lý VND,31/12/2020 > Dự phòng VND,1/1/2020 > % sở hữu và quyền biểu quyết,1/1/2020 > Giá gốc VND,1/1/2020 > Giá trị hợp lý VND,1/1/2020 > Dự phòng VND,numeric__31/12/2020 > % sở hữu và quyền biểu quyết,numeric__31/12/2020 > Giá gốc VND,numeric__31/12/2020 > Giá trị hợp lý VND,numeric__31/12/2020 > Dự phòng VND,numeric__1/1/2020 > % sở hữu và quyền biểu quyết,numeric__1/1/2020 > Giá gốc VND,numeric__1/1/2020 > Giá trị hợp lý VND,numeric__1/1/2020 > Dự phòng VND
▪ Công ty Cổ phần Bia Sài Gòn - Miền Tây,▪ Công ty Cổ phần Bia Sài Gòn - Miền Tây,▪ Công ty Cổ phần Bia Sài Gòn - Miền Tây,51%,100.424.933.209,333.477.525.000,-,51%,100.424.933.209,367.243.095.000,-,0.51,100424933209.0,333477525000.0,,0.51,100424933209.0,367243095000.0,
▪ Công ty Cổ phần Nước Giải Khát Chương Dương,▪ Công ty Cổ phần Nước Giải Khát Chương Dương,▪ Công ty Cổ phần Nước Giải Khát Chương Dương,"62,06%",236.167.400.000,125.223.700.000,(110.943.700.000),"62,06%",236.167.400.000,144.691.250.000,(91.476.150.000),0.6206,236167400000.0,125223700000.0,-110943700000.0,0.6206,236167400000.0,144691250000.0,-91476150000.0
▪ Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,▪ Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,▪ Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,"66,56%",299.548.230.160,573.093.250.000,-,"66,56%",299.548.230.160,830.393.700.000,-,0.6656,299548230160.0,573093250000.0,,0.6656,299548230160.0,830393700000.0,
▪ Công ty Cổ phần Rượu Bình Tây,▪ Công ty Cổ phần Rượu Bình Tây,▪ Công ty Cổ phần Rượu Bình Tây,"91,75%",208.414.271.535,(*),-,"91,75%",208.414.271.535,(*),-,0.9175,208414271535.0,,,0.9175,208414271535.0,,
"▪ Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân","▪ Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân","▪ Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân","51,24%",17.650.697.182,41.500.350.000,-,"51,24%",17.650.697.182,54.565.275.000,-,0.5124,17650697182.0,41500350000.0,,0.5124,17650697182.0,54565275000.0,
▪ Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,▪ Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,▪ Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,"54,73%",76.324.868.844,46.188.639.000,(30.136.229.844),"54,73%",76.324.868.844,52.148.278.000,(24.176.590.844),0.5473,76324868844.0,46188639000.0,-30136229844.0,0.5473,76324868844.0,52148278000.0,-24176590844.0
▪ Công ty Cổ phần Bia Sài Gòn - Sông Lam,▪ Công ty Cổ phần Bia Sài Gòn - Sông Lam,▪ Công ty Cổ phần Bia Sài Gòn - Sông Lam,"68,78%",314.250.000.000,306.466.900.000,(7.783.100.000),"68,78%",314.250.000.000,416.927.450.000,-,0.6878,314250000000.0,306466900000.0,-7783100000.0,0.6878,314250000000.0,416927450000.0,
▪ Công ty Cổ phần Bia Sài Gòn - Hà Nội,▪ Công ty Cổ phần Bia Sài Gòn - Hà Nội,▪ Công ty Cổ phần Bia Sài Gòn - Hà Nội,"52,11%",93.800.000.000,219.276.260.000,-,"52,11%",93.800.000.000,225.120.000.000,-,0.5211,93800000000.0,219276260000.0,,0.5211,93800000000.0,225120000000.0,
▪ Công ty TNHH Một Thành Viên Thương mại Bia Sài Gòn,▪ Công ty TNHH Một Thành Viên Thương mại Bia Sài Gòn,▪ Công ty TNHH Một Thành Viên Thương mại Bia Sài Gòn,100%,700.000.000.000,(*),-,100%,700.000.000.000,(*),-,1.0,700000000000.0,,,1.0,700000000000.0,,
▪ Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,▪ Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,▪ Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,90%,37.422.345.046,(*),-,"94,72%",37.422.345.046,(*),-,0.9,37422345046.0,,,0.9472,37422345046.0,,
