row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,11.386,12.213,11386.0,12213.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,42.136.814,118.811.045,42136814.0,118811045.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,3.259.476,6.868.263,3259476.0,6868263.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,2.055.376,5.482.778,2055376.0,5482778.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,36.821.962,106.460.004,36821962.0,106460004.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,6.605.463,5.465.773,6605463.0,5465773.0
- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,556.276,840.408,556276.0,840408.0
- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,6.049.187,4.625.365,6049187.0,4625365.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,4.451.533,7.438.393,4451533.0,7438393.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,2.351.487,4.639.052,2351487.0,4639052.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,499.303,422.693,499303.0,422693.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,41.737,128.253,41737.0,128253.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,1.559.006,2.248.395,1559006.0,2248395.0
Cam kết khác,Cam kết khác,Cam kết khác,8.575.641,15.414.018,8575641.0,15414018.0
,,,61.780.837,147.141.442,61780837.0,147141442.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(707.146),(361.929),-707146.0,-361929.0
Nghĩa vụ nợ tiềm ẩn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ẩn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ẩn và các cam kết đưa ra,61.073.691,146.779.513,61073691.0,146779513.0
