row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020Triệu đồng,Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2019Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,7.641.254,8.632.327,7641254.0,8632327.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,1.462.310,6.056.959,1462310.0,6056959.0
Trái phiếu và chứng chỉ tiền gửi do các tổ chức tín dụng khác trong nước phát hành,Trái phiếu và chứng chỉ tiền gửi do các tổ chức tín dụng khác trong nước phát hành,Trái phiếu và chứng chỉ tiền gửi do các tổ chức tín dụng khác trong nước phát hành,5.002.455,2.350.000,5002455.0,2350000.0
Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,1.176.489,225.368,1176489.0,225368.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,255.899,255.899,255899.0,255899.0
Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,255.899,255.899,255899.0,255899.0
,,,7.897.153,8.888.226,7897153.0,8888226.0
Dự phòng rủi ro chứng khoán sắn sàng để bán,Dự phòng rủi ro chứng khoán sắn sàng để bán,Dự phòng rủi ro chứng khoán sắn sàng để bán,(178.213),(186.091),-178213.0,-186091.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(5.438),(751),-5438.0,-751.0
Dự phòng giảm giá chứng khoán,Dự phòng giảm giá chứng khoán,Dự phòng giảm giá chứng khoán,(172.775),(185.340),-172775.0,-185340.0
,,,7.718.940,8.702.135,7718940.0,8702135.0
