row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2017,VNDTriệu VND,USDTriệu VND,VàngTriệu VND,EURTriệu VND,Tiền tệ khácTriệu VND,TổngTriệu VND,numeric__VNDTriệu VND,numeric__USDTriệu VND,numeric__VàngTriệu VND,numeric__EURTriệu VND,numeric__Tiền tệ khácTriệu VND,numeric__TổngTriệu VND
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,
"Tiền mặt, vàng","Tài sản > Tiền mặt, vàng","Tiền mặt, vàng",979.052,707.988,171.094,139.051,285.007,2.282.192,979052.0,707988.0,171094.0,139051.0,285007.0,2282192.0
Tiền gửi tại NHNNVN,Tài sản > Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,2.620.235,656.772,-,-,-,3.277.007,2620235.0,656772.0,,,,3277007.0
Tiền gửi và cho vay các tổ chức tín dụng khác,Tài sản > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,10.354.989,3.886.189,-,511.251,493.455,15.245.884,10354989.0,3886189.0,,511251.0,493455.0,15245884.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,1.710.099,(1.678.253),-,-,(1.572),30.274,1710099.0,-1678253.0,,,-1572.0,30274.0
Cho vay khách hàng – gộp,Tài sản > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,90.609.860,10.653.388,32.516,25.050,3.514,101.324.328,90609860.0,10653388.0,32516.0,25050.0,3514.0,101324328.0
Chứng khoán đầu tư – gộp,Tài sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,21.558.484,-,-,-,-,21.558.484,21558484.0,,,,,21558484.0
"Góp vốn, đầu tư dài hạn – gộp","Tài sản > Góp vốn, đầu tư dài hạn – gộp","Góp vốn, đầu tư dài hạn – gộp",2.435.063,-,-,-,-,2.435.063,2435063.0,,,,,2435063.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,3.164.584,-,-,-,-,3.164.584,3164584.0,,,,,3164584.0
Tài sản Có khác – gộp,Tài sản > Tài sản Có khác – gộp,Tài sản Có khác – gộp,3.604.754,27.772,-,-,-,3.632.526,3604754.0,27772.0,,,,3632526.0
Tổng tài sản (1),Tài sản > Tổng tài sản (1),Tổng tài sản (1),137.037.120,14.253.856,203.610,675.352,780.404,152.950.342,137037120.0,14253856.0,203610.0,675352.0,780404.0,152950342.0
Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,,,,,,,,,,,,
Các khoản nợ NHNNVN,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ NHNNVN,Các khoản nợ NHNNVN,55.717,-,-,-,-,55.717,55717.0,,,,,55717.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả và vốn chủ sở hữu > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,3.298.063,7.660.176,-,298.156,35,11.256.430,3298063.0,7660176.0,,298156.0,35.0,11256430.0
Tiền gửi của khách hàng,Nợ phải trả và vốn chủ sở hữu > Tiền gửi của khách hàng,Tiền gửi của khách hàng,109.935.591,7.447.648,-,294.683,579.520,118.257.442,109935591.0,7447648.0,,294683.0,579520.0,118257442.0
Phát hành giấy tờ có giá,Nợ phải trả và vốn chủ sở hữu > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,3.000.000,-,-,-,-,3.000.000,3000000.0,,,,,3000000.0
Các khoản nợ khác,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ khác,Các khoản nợ khác,3.289.746,134.838,-,634,46.141,3.471.359,3289746.0,134838.0,,634.0,46141.0,3471359.0
Vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Vốn chủ sở hữu,Vốn chủ sở hữu,14.211.589,-,-,-,-,14.211.589,14211589.0,,,,,14211589.0
Tổng nợ phải trả và vốn chủ sở hữu (2),Nợ phải trả và vốn chủ sở hữu > Tổng nợ phải trả và vốn chủ sở hữu (2),Tổng nợ phải trả và vốn chủ sở hữu (2),133.790.706,15.242.662,-,593.473,625.696,150.252.537,133790706.0,15242662.0,,593473.0,625696.0,150252537.0
Trạng thái tiền tệ nội bảng [(3)=(1)-(2)],Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội bảng [(3)=(1)-(2)],Trạng thái tiền tệ nội bảng [(3)=(1)-(2)],3.246.414,(988.806),203.610,81.879,154.708,2.697.805,3246414.0,-988806.0,203610.0,81879.0,154708.0,2697805.0
Trạng thái tiền tệ ngoại bảng (4),Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ ngoại bảng (4),Trạng thái tiền tệ ngoại bảng (4),(756.009),1.073.203,(38.778),(95.535),(183.133),(252),-756009.0,1073203.0,-38778.0,-95535.0,-183133.0,-252.0
"Trạng thái tiền tệ nội, ngoại bảng [(5)=(3)+(4)]","Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội, ngoại bảng [(5)=(3)+(4)]","Trạng thái tiền tệ nội, ngoại bảng [(5)=(3)+(4)]",2.490.405,84.397,164.832,(13.656),(28.425),2.697.553,2490405.0,84397.0,164832.0,-13656.0,-28425.0,2697553.0
