row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
Thu phí dịch vụ,Thu phí dịch vụ,Thu phí dịch vụ,69.227,65.093,69227.0,65093.0
Thu dịch vụ thanh toán,Thu dịch vụ thanh toán,Thu dịch vụ thanh toán,25.148,25.456,25148.0,25456.0
Thu dịch vụ ngân quỹ,Thu dịch vụ ngân quỹ,Thu dịch vụ ngân quỹ,182,280,182.0,280.0
Thu khác về dịch vụ,Thu khác về dịch vụ,Thu khác về dịch vụ,43.897,39.357,43897.0,39357.0
Chi phí từ hoạt động dịch vụ,Chi phí từ hoạt động dịch vụ,Chi phí từ hoạt động dịch vụ,31.601,31.566,31601.0,31566.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,8.957,10.090,8957.0,10090.0
Chi phí bưu phí và mạng viễn thông,Chi phí bưu phí và mạng viễn thông,Chi phí bưu phí và mạng viễn thông,17.074,15.956,17074.0,15956.0
Chi về dịch vụ ngân quỹ,Chi về dịch vụ ngân quỹ,Chi về dịch vụ ngân quỹ,1.894,1.455,1894.0,1455.0
Chi khác về dịch vụ,Chi khác về dịch vụ,Chi khác về dịch vụ,3.676,4.065,3676.0,4065.0
Lãi/lỗ thuần từ hoạt động dịch vụ,Lãi/lỗ thuần từ hoạt động dịch vụ,Lãi/lỗ thuần từ hoạt động dịch vụ,37.626,33.527,37626.0,33527.0
