row_label_raw,row_label_full,col_0,31.12.2018Triệu VND,31.12.2017Triệu VND,numeric__31.12.2018Triệu VND,numeric__31.12.2017Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi không kỳ hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,41.095.842,34.463.954,41095842.0,34463954.0
- Bằng ngoại tệ,Tiền gửi không kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,3.925.865,3.730.585,3925865.0,3730585.0
Tiền gửi có ký hạn,Tiền gửi có ký hạn,Tiền gửi có ký hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi có ký hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,37.451.231,28.090.991,37451231.0,28090991.0
- Bằng ngoại tệ,Tiền gửi có ký hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,296.147,169.159,296147.0,169159.0
Tiền gửi tiết kiệm,Tiền gửi tiết kiệm,Tiền gửi tiết kiệm,,,,
- Bằng đồng Việt Nam,Tiền gửi tiết kiệm > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,179.825.088,166.739.256,179825088.0,166739256.0
- Bằng ngoại tệ,Tiền gửi tiết kiệm > - Bằng ngoại tệ,- Bằng ngoại tệ,5.262.278,6.076.327,5262278.0,6076327.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,,,,
- Bằng đồng Việt Nam,Tiền gửi ký quỹ > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,1.464.901,1.622.529,1464901.0,1622529.0
- Bằng ngoại tệ,Tiền gửi ký quỹ > - Bằng ngoại tệ,- Bằng ngoại tệ,97.133,247.374,97133.0,247374.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,,,,
- Bằng đồng Việt Nam,Tiền gửi vốn chuyên dùng > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,132.329,116.039,132329.0,116039.0
- Bằng ngoại tệ,Tiền gửi vốn chuyên dùng > - Bằng ngoại tệ,- Bằng ngoại tệ,447.689,136.718,447689.0,136718.0
,,,269.998.503,241.392.932,269998503.0,241392932.0
