row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,,,,
09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác,,-,-,,,
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác > 10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(641.391),(3.705.880),,-641391.0,-3705880.0
11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác > 11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(32.671),(6.036),,-32671.0,-6036.0
"12. (Tăng)/Giảm các khoản cho vay khách hàng (Giảm)/Tăng nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất","09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác > 12. (Tăng)/Giảm các khoản cho vay khách hàng (Giảm)/Tăng nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất","12. (Tăng)/Giảm các khoản cho vay khách hàng (Giảm)/Tăng nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất",,(6.315.256),(3.671.142),,-6315256.0,-3671142.0
13. các khoản,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác > 13. các khoản,13. các khoản,,(259.350),(7.984),,-259350.0,-7984.0
14. (Tăng)/Giảm khác về tài sản hoạt động,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác > 14. (Tăng)/Giảm khác về tài sản hoạt động,14. (Tăng)/Giảm khác về tài sản hoạt động,,(4.484.823),(247.636),,-4484823.0,-247636.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,,,,
15. Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,Những thay đổi về công nợ hoạt động > 15. Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,15. Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,,2.451.824,-,,2451824.0,
"16. Tăng/(Giảm) tiền gửi, tiền vay các TCTD","Những thay đổi về công nợ hoạt động > 16. Tăng/(Giảm) tiền gửi, tiền vay các TCTD","16. Tăng/(Giảm) tiền gửi, tiền vay các TCTD",,(2.183.895),16.677.191,,-2183895.0,16677191.0
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả tiên gửi của Kho bạc Nhà nước),Những thay đổi về công nợ hoạt động > 17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả tiên gửi của Kho bạc Nhà nước),17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả tiên gửi của Kho bạc Nhà nước),,798.266,9.379.908,,798266.0,9379908.0
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > 18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá được tính vào hoạt động tài chính),18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá được tính vào hoạt động tài chính),,(300.000),(600.000),,-300000.0,-600000.0
"19. Tăng/(Giảm) vốn tài trợ, ủy thác, đầu tư, cho vay mà TCTD phải chịu rủi ro","19. Tăng/(Giảm) vốn tài trợ, ủy thác, đầu tư, cho vay mà TCTD phải chịu rủi ro","19. Tăng/(Giảm) vốn tài trợ, ủy thác, đầu tư, cho vay mà TCTD phải chịu rủi ro",,-,-,,,
20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,-,-,,,
21.,21.,21.,,,,,,
Tăng/(Giảm) khác về công nợ hoạt động,21. > Tăng/(Giảm) khác về công nợ hoạt động,Tăng/(Giảm) khác về công nợ hoạt động,,633.353,215.713,,633353.0,215713.0
22. Chi từ các quỹ của TCTD,21. > 22. Chi từ các quỹ của TCTD,22. Chi từ các quỹ của TCTD,,(1.267),-,,-1267.0,
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,21. > I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(9.700.787),19.474.151,,-9700787.0,19474151.0
