row_label_raw,row_label_full,col_0,col_1,2025VND,2024VND,numeric__col_1,numeric__2025VND,numeric__2024VND
,,,,2025VND,2024VND,,,
CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,,,
01,01,01,Payments for purchases of fixed assets,"(532,727,159,322)","(278,200,437,406)",,,
02,02,02,Proceeds from disposals of fixed assets,"42,126,099,818","33,994,594,858",,,
09,09,09,Receipts of dividends and distributions of profits from long-term investments,"372,600,000",-,,,
II,II,II,NET CASH FLOWS FROM INVESTING ACTIVITIES,"(490,228,459,504)","(244,205,842,548)",,,
CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,,,
04,04,04,Dividends paid,"(1,714,049,093,996)","(28,225,069)",,,
III,III,III,NET CASH FLOWS FROM FINANCING ACTIVITIES,"(1,714,049,093,996)","(28,225,069)",,,
IV,IV,IV,NET CASH FLOWS DURING THE YEAR,"14,907,402,820,106","2,038,783,993,762",,,
V,V,V,CASH AND CASH EQUIVALENTSAT THE BEGINNING OF THE YEAR,"42,087,797,541,694","40,049,013,547,932",,,
VII,VII,VII,CASH AND CASH EQUIVALENTSAT THE END OF THE YEAR (NOTE 34),"56,995,200,361,800","42,087,797,541,694",,,
