row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,3.878.583.306,3.868.857.306,3878583306.0,3868857306.0
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,3.878.583.306,3.868.857.306,3878583306.0,3868857306.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,3.823.661.561,3.813.935.561,3823661561.0,3813935561.0
Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,54.921.745,54.921.745,54921745.0,54921745.0
Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),103.645.482,103.645.482,103645482.0,103645482.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,103.645.482,103.645.482,103645482.0,103645482.0
Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,3.774.937.824,3.765.211.824,3774937824.0,3765211824.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,3.720.016.079,3.710.290.079,3720016079.0,3710290079.0
Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,54.921.745,54.921.745,54921745.0,54921745.0
