row_label_raw,row_label_full,STT,Công ty con cấp 2,Hoạt động chính,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính),Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính)_1,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính)_2,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính)_3,numeric__Công ty con cấp 2,numeric__Hoạt động chính,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính),numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính)_1,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính)_2,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22/12/2014 của Bộ Tài chính)_3
STT,STT,STT,Công ty con cấp 2,Hoạt động chính,Tỷ lệ lợi ích trực tiếp của công ty con cấp 1,Tỷ lệ lợi ích trực tiếp của công ty con cấp 1,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn,,,,,,
STT,STT,STT,Công ty con cấp 2,Hoạt động chính,31/12/2019,1/1/2019,31/12/2019,1/1/2019,,,,,,
,,,Công ty con của Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,Công ty con của Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,Công ty con của Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,Công ty con của Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,Công ty con của Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,Công ty con của Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,,,,,,
20,STT > 20,20,Công ty Quản lý Khai thácKhu công nghiệp Phố Nôi A,"Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà xưởng, văn phòng, đầu tư và xây dựng đồng bộ hạ tầng kỹ thuật, kinh doanh nước sạch, thu gom rác thải, khai thác, xử lý và cung cấp nước và nhà hàng.",100%,100%,"99,85%","99,85%",,,1.0,1.0,0.9984999999999999,0.9984999999999999
21,STT > 21,21,Công ty TNHH Quản lý Khai thácKhu công nghiệp Hòa Mạc,"Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà xưởng, văn phòng, đầu tư và xây dựng đồng bộ hạ tầng kỹ thuật, kinh doanh nước sạch, thu gom rác thải, khai thác, xử lý và cung cấp nước.",100%,100%,"99,85%","99,85%",,,1.0,1.0,0.9984999999999999,0.9984999999999999
22,STT > 22,22,Công ty TNHH MTV Xây dựng và Phát triển Đô thị Hòa Phát Hưng Yên,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.",100%,100%,"99,85%","99,85%",,,1.0,1.0,0.9984999999999999,0.9984999999999999
23,STT > 23,23,Công ty CP Golden Gain Việt Nam,Kinh doanh bất động sản.,"99,99%","99,99%","99,84%","99,84%",,,0.9998999999999999,0.9998999999999999,0.9984000000000001,0.9984000000000001
24,STT > 24,24,Công ty CP Xây dựng Long Việt,Kinh doanh bất động sản.,"99,80%","99,80%","99,65%","99,65%",,,0.998,0.998,0.9965,0.9965
,,,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,,,,,,
25,STT > 25,25,Công ty TNHH Thương mại Hòa Phát,"Chăn nuôi trâu, bò; hoạt động dịch vụ trồng trọt, chăn nuôi và sau thu hoạch.","99,90%","99,90%","99,899%","99,899%",,,0.9990000000000001,0.9990000000000001,0.99899,0.99899
26,STT > 26,26,Công ty CP Phát triển Chăn nuôi Hòa Phát,"Chăn nuôi, cung cấp heo giống, heo thịt.","99,975%","99,975%","99,974%","99,974%",,,0.9997499999999999,0.9997499999999999,0.9997400000000001,0.9997400000000001
27,STT > 27,27,Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Hưng Yên,"Sản xuất, buôn bán thức ăn và nguyên liệu làm thức ăn gia súc, gia cầm và thủy sản.",100%,100%,"99,999%","99,999%",,,1.0,1.0,0.9999899999999999,0.9999899999999999
28,STT > 28,28,Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Đông Nai,"Sản xuất và chế biến thức ăn gia súc, gia cầm và thủy sản.",100%,100%,"99,999%","99,999%",,,1.0,1.0,0.9999899999999999,0.9999899999999999
29,STT > 29,29,Công ty TNHH Gia cầm Hòa Phát,Chăn nuôi gia cầm.,100%,100%,"99,999%","99,999%",,,1.0,1.0,0.9999899999999999,0.9999899999999999
