row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2017,01/01/2017,numeric__Thuyết minh,numeric__31/12/2017,numeric__01/01/2017
1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,VIII.29,1.640,1.640,,1640.0,1640.0
2. Cam kết giao dịch hồi doái,2. Cam kết giao dịch hồi doái,2. Cam kết giao dịch hồi doái,VIII.29,7.871.175,8.766.598,,7871175.0,8766598.0
2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,,-,422.419,,,422419.0
2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,,-,355.859,,,355859.0
2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,,7.871.175,7.988.320,,7871175.0,7988320.0
2.4 Cam kết giao dịch tương lai,2.4 Cam kết giao dịch tương lai,2.4 Cam kết giao dịch tương lai,,-,-,,,
3. Cam kết cho vay không hủy ngang,3. Cam kết cho vay không hủy ngang,3. Cam kết cho vay không hủy ngang,VIII.29,-,-,,,
4. Cam kết trong nghiệp vụ L/C,3. Cam kết cho vay không hủy ngang > 4. Cam kết trong nghiệp vụ L/C,4. Cam kết trong nghiệp vụ L/C,VIII.29,160.495,303.816,,160495.0,303816.0
5. Bảo lãnh khác,3. Cam kết cho vay không hủy ngang > 5. Bảo lãnh khác,5. Bảo lãnh khác,VIII.29,3.403.495,3.453.605,,3403495.0,3453605.0
6. Các cam kết khác,3. Cam kết cho vay không hủy ngang > 6. Các cam kết khác,6. Các cam kết khác,VIII.29,211.000,75.278,,211000.0,75278.0
