row_label_raw,row_label_full,As at1.1.2025VND,IncreaseVND,DecreaseVND,As at31.12.2025VND,numeric__IncreaseVND,numeric__DecreaseVND,numeric__As at31.12.2025VND
"750,000,000,000","750,000,000,000","750,000,000,000","3,306,430,611,324","(2,257,234,051,883)","1,799,196,559,441",,,
"630,000,000,000","630,000,000,000","630,000,000,000","1,370,000,000,000","(1,000,000,000,000)","1,000,000,000,000",,,
"909,980,083,297","909,980,083,297","909,980,083,297","2,479,146,533,955","(2,817,864,726,435)","571,261,890,817",,,
"402,000,000,000","402,000,000,000","402,000,000,000","1,226,540,864,522","(1,128,680,721,912)","499,860,142,610",,,
"159,000,000,000","159,000,000,000","159,000,000,000","336,000,000,000","(315,000,000,000)","180,000,000,000",,,
-,-,-,"223,000,000,000","(62,000,000,000)","161,000,000,000",,,
"19,976,099,633","19,976,099,633","19,976,099,633","346,176,188,778","(354,085,245,626)","12,067,042,785",,,
"197,984,510,048","197,984,510,048","197,984,510,048","102,007,157,123","(299,991,667,171)",-,,,
"149,266,980,410","149,266,980,410","149,266,980,410","373,501,589,152","(522,768,569,562)",-,,,
"115,500,000,000","115,500,000,000","115,500,000,000","55,000,000,000","(170,500,000,000)",-,,,
"7,834,343,372","7,834,343,372","7,834,343,372","68,550,505","(7,902,893,877)",-,,,
"3,341,542,016,760","3,341,542,016,760","3,341,542,016,760","9,817,871,495,359","(8,936,027,876,466)","4,223,385,635,653",,,
