row_label_raw,row_label_full,col_0,31.12.2025Triệu VND,31.12.2024Triệu VND,numeric__31.12.2025Triệu VND,numeric__31.12.2024Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
- Bằng Đồng Việt Nam,Tiền gửi không kỳ hạn > - Bằng Đồng Việt Nam,- Bằng Đồng Việt Nam,112.565.823,109.847.227,112565823.0,109847227.0
- Bằng ngoại tệ,Tiền gửi không kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,12.823.805,8.447.796,12823805.0,8447796.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
- Bằng Đồng Việt Nam,Tiền gửi có kỳ hạn > - Bằng Đồng Việt Nam,- Bằng Đồng Việt Nam,161.413.061,126.834.480,161413061.0,126834480.0
- Bằng ngoại tệ,Tiền gửi có kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,1.052.565,341.510,1052565.0,341510.0
Tiền gửi tiết kiệm không kỳ hạn,Tiền gửi tiết kiệm không kỳ hạn,Tiền gửi tiết kiệm không kỳ hạn,,,,
- Bằng Đồng Việt Nam,Tiền gửi tiết kiệm không kỳ hạn > - Bằng Đồng Việt Nam,- Bằng Đồng Việt Nam,573.909,519.602,573909.0,519602.0
- Bằng ngoại tệ,Tiền gửi tiết kiệm không kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,5.210.013,3.959.500,5210013.0,3959500.0
Tiền gửi tiết kiệm có kỳ hạn,Tiền gửi tiết kiệm có kỳ hạn,Tiền gửi tiết kiệm có kỳ hạn,,,,
- Bằng Đồng Việt Nam,Tiền gửi tiết kiệm có kỳ hạn > - Bằng Đồng Việt Nam,- Bằng Đồng Việt Nam,289.874.053,285.702.885,289874053.0,285702885.0
- Bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,1.501.370,934.162,1501370.0,934162.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,,,,
- Bằng Đồng Việt Nam,Tiền gửi ký quỹ > - Bằng Đồng Việt Nam,- Bằng Đồng Việt Nam,2.291.410,2.105.337,2291410.0,2105337.0
- Bằng ngoại tệ,Tiền gửi ký quỹ > - Bằng ngoại tệ,- Bằng ngoại tệ,241.061,130.680,241061.0,130680.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,,,,
- Bằng Đồng Việt Nam,Tiền gửi vốn chuyên dùng > - Bằng Đồng Việt Nam,- Bằng Đồng Việt Nam,105.792,105.727,105792.0,105727.0
- Bằng ngoại tệ,Tiền gửi vốn chuyên dùng > - Bằng ngoại tệ,- Bằng ngoại tệ,221.901,210.841,221901.0,210841.0
,,,587.874.763,539.139.747,587874763.0,539139747.0
