row_label_raw,row_label_full,col_0,Võ bình gas VND,Lợi thế kinh doanh liên quan đến cổ phần hóa VND,Tiền thuê đất VND,Chi phí sửa chữa lớn tài sản VND,Công cụ và dụng cụ VND,Chi phí trả trước dài hạn khác VND,Tổng cộng VND,numeric__Võ bình gas VND,numeric__Lợi thế kinh doanh liên quan đến cổ phần hóa VND,numeric__Tiền thuê đất VND,numeric__Chi phí sửa chữa lớn tài sản VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí trả trước dài hạn khác VND,numeric__Tổng cộng VND
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),Phân loại lại Giảm do mất quyền kiểm soát tại các công ty con (Thuyết minh 5),-,-,170.032.613.159,9.260.203.206,(5.217.450.122),(174.075.366.243),-,,,170032613159.0,9260203206.0,-5217450122.0,-174075366243.0,
