row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,VND,VND,,
Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,,
Tổng Công ty Đầu Việt Nam - Công ty TNHH MTV,Giá trị hàng mua và dịch vụ cung cấp > Tổng Công ty Đầu Việt Nam - Công ty TNHH MTV,Tổng Công ty Đầu Việt Nam - Công ty TNHH MTV,43.164.221.044.349,37.159.196.002.451,43164221044349.0,37159196002451.0
Công ty TNHH NN MTV Tổng Công ty Thăm dò Khal thác Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Công ty TNHH NN MTV Tổng Công ty Thăm dò Khal thác Dầu khí,Công ty TNHH NN MTV Tổng Công ty Thăm dò Khal thác Dầu khí,3.043.346.454.784,2.769.751.405.001,3043346454784.0,2769751405001.0
Tổng Công ty Cổ phần Vận tải Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,1.132.623.460.106,1.126.387.923.661,1132623460106.0,1126387923661.0
Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,305.373.186.850,318.183.222.396,305373186850.0,318183222396.0
Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi,270.703.755.938,284.664.929.006,270703755938.0,284664929006.0
Tổng Công ty Bảo hiểm PVI,Giá trị hàng mua và dịch vụ cung cấp > Tổng Công ty Bảo hiểm PVI,Tổng Công ty Bảo hiểm PVI,197.081.955.068,201.743.154.789,197081955068.0,201743154789.0
Công ty Cổ phần Nhà và Thương mại Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Nhà và Thương mại Dầu khí,Công ty Cổ phần Nhà và Thương mại Dầu khí,179.583.957.894,168.471.999.193,179583957894.0,168471999193.0
Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,178.461.164.266,109.387.986.560,178461164266.0,109387986560.0
Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,117.297.436.398,56.740.703.508,117297436398.0,56740703508.0
Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,99.221.811.409,-,99221811409.0,
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,40.148.353.338,31.257.906.801,40148353338.0,31257906801.0
Công ty Bảo hiểm Dầu khí PVI - Khu vực Nam Trung Bộ,Giá trị hàng mua và dịch vụ cung cấp > Công ty Bảo hiểm Dầu khí PVI - Khu vực Nam Trung Bộ,Công ty Bảo hiểm Dầu khí PVI - Khu vực Nam Trung Bộ,26.493.992.697,25.081.438.692,26493992697.0,25081438692.0
Viện Dầu khí Việt Nam - Chỉ nhánh Hà Nội,Giá trị hàng mua và dịch vụ cung cấp > Viện Dầu khí Việt Nam - Chỉ nhánh Hà Nội,Viện Dầu khí Việt Nam - Chỉ nhánh Hà Nội,21.931.817.667,823.783.000,21931817667.0,823783000.0
Công ty CP Dịch vụ Khal thác Dầu khí PTSC,Giá trị hàng mua và dịch vụ cung cấp > Công ty CP Dịch vụ Khal thác Dầu khí PTSC,Công ty CP Dịch vụ Khal thác Dầu khí PTSC,20.342.741.417,316.400.000,20342741417.0,316400000.0
Công ty TNHH MTV Hóa phẩm Dầu khí DMC-Miền Trung,Giá trị hàng mua và dịch vụ cung cấp > Công ty TNHH MTV Hóa phẩm Dầu khí DMC-Miền Trung,Công ty TNHH MTV Hóa phẩm Dầu khí DMC-Miền Trung,16.344.262.990,2.471.418.900,16344262990.0,2471418900.0
Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,16.111.990.951,87.628.259.281,16111990951.0,87628259281.0
Công ty Cổ phần Giám định Năng lượng Việt Nam,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Giám định Năng lượng Việt Nam,Công ty Cổ phần Giám định Năng lượng Việt Nam,12.144.828.767,14.094.680.750,12144828767.0,14094680750.0
Chỉ nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hồ Chí Minh,Giá trị hàng mua và dịch vụ cung cấp > Chỉ nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hồ Chí Minh,Chỉ nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hồ Chí Minh,5.440.407.018,234.099.504,5440407018.0,234099504.0
Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,10.153.458.261,-,10153458261.0,
