row_label_raw,row_label_full,col_0,31.12.2022Triệu VND,31.12.2021Triệu VND,numeric__31.12.2022Triệu VND,numeric__31.12.2021Triệu VND
"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng",,
Bất động sản,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng > Bất động sản",Bất động sản,769.521.588,676.049.972,769521588.0,676049972.0
Hàng tồn kho,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng > Hàng tồn kho",Hàng tồn kho,312.293,569.280,312293.0,569280.0
"Máy móc, thiết bị","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng > Máy móc, thiết bị","Máy móc, thiết bị",3.698.194,4.305.861,3698194.0,4305861.0
Giấy tờ có giá,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng > Giấy tờ có giá",Giấy tờ có giá,28.542.216,23.927.788,28542216.0,23927788.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- GTCG do doanh nghiệp phát hành,Trong đó: > - GTCG do doanh nghiệp phát hành,- GTCG do doanh nghiệp phát hành,28.542.216,23.927.788,28542216.0,23927788.0
Tài sản khác,Trong đó: > Tài sản khác,Tài sản khác,20.794.373,14.153.147,20794373.0,14153147.0
,,,822.868.664,719.006.048,822868664.0,719006048.0
"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác",,
Bất động sản,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác > Bất động sản",Bất động sản,791.922,694.569,791922.0,694569.0
Giấy tờ có giá,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác > Giấy tờ có giá",Giấy tờ có giá,5.521.500,5.991.000,5521500.0,5991000.0
Tài sản khác,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác > Tài sản khác",Tài sản khác,41.144.367,16.262.143,41144367.0,16262143.0
,,,47.457.789,22.947.712,47457789.0,22947712.0
"Tổng tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác > Tổng tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu","Tổng tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu",870.326.453,741.953.760,870326453.0,741953760.0
