row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,VND,VND,VND,VND,,,,
,,,Giá gốc,Giá trị ghi số,Giá gốc,Giá trị ghi số,,,,
a. Đầu tư nằm giữ đến ngày đáo hạn,a. Đầu tư nằm giữ đến ngày đáo hạn,a. Đầu tư nằm giữ đến ngày đáo hạn,4.173.210.173.033,4.173.210.173.033,3.792.298.899.815,3.792.298.899.815,4173210173033.0,4173210173033.0,3792298899815.0,3792298899815.0
- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,4.171.210.173.033,4.171.210.173.033,3.790.298.899.815,3.790.298.899.815,4171210173033.0,4171210173033.0,3790298899815.0,3790298899815.0
- Các khoản đầu tư khác,- Các khoản đầu tư khác,- Các khoản đầu tư khác,2.000.000.000,2.000.000.000,2.000.000.000,2.000.000.000,2000000000.0,2000000000.0,2000000000.0,2000000000.0
,,,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,
,,,VND,VND,VND,VND,,,,
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,9.684.980.000,(3.684.980.000),9.684.980.000,(3.684.980.000),9684980000.0,-3684980000.0,9684980000.0,-3684980000.0
- Công ty Cổ phần Công nghệ Sendo,- Công ty Cổ phần Công nghệ Sendo,- Công ty Cổ phần Công nghệ Sendo,3.684.980.000,(3.684.980.000),3.684.980.000,(3.684.980.000),3684980000.0,-3684980000.0,3684980000.0,-3684980000.0
- Công ty Cổ phần Quản lý quỹ đầu tư FPT,- Công ty Cổ phần Quản lý quỹ đầu tư FPT,- Công ty Cổ phần Quản lý quỹ đầu tư FPT,6.000.000.000,-,6.000.000.000,-,6000000000.0,,6000000000.0,
