row_label_raw,row_label_full,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
- Xí nghiệp Liên doanh Visorutex,- Xí nghiệp Liên doanh Visorutex,- Xí nghiệp Liên doanh Visorutex,Thành phố Hồ Chí Minh,"27,57%","27,57%",Trồng và khai thác cao su,,0.2757,0.2757,
- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,Tỉnh Bình Dương,"20,42%","20,42%",Đầu tư kinh doanh hạ tầng khu công nghiệp,,0.20420000000000002,0.20420000000000002,
- Công ty Cổ phần Cao su Việt Lào,- Công ty Cổ phần Cao su Việt Lào,- Công ty Cổ phần Cao su Việt Lào,Thành phố Hồ Chí Minh,"20,66%","20,66%",Trồng và khai thác cao su,,0.2066,0.2066,
- Công ty Cổ phần Cao su Bến Thành,- Công ty Cổ phần Cao su Bến Thành,- Công ty Cổ phần Cao su Bến Thành,Thành phố Hồ Chí Minh,"48,85%","48,85%",Công nghiệp cao su,,0.4885,0.4885,
- Công ty Cổ phần Cao su Tân Biên Kampongthom,- Công ty Cổ phần Cao su Tân Biên Kampongthom,- Công ty Cổ phần Cao su Tân Biên Kampongthom,Tỉnh Tây Ninh,"41,00%","41,00%",Trồng và khai thác cao su,,0.41,0.41,
- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,Tỉnh Đồng Nai,"22,00%","22,00%",Xây dựng cơ sở hạ tầng,,0.22,0.22,
- Công ty Cổ phần Cao su Đồng Nai Kratie,- Công ty Cổ phần Cao su Đồng Nai Kratie,- Công ty Cổ phần Cao su Đồng Nai Kratie,Tỉnh Đồng Nai,"20,77%","20,77%",Trồng và khai thác cao su,,0.2077,0.2077,
- Công ty Cổ phần Cao su Đồng Phú Kratic,- Công ty Cổ phần Cao su Đồng Phú Kratic,- Công ty Cổ phần Cao su Đồng Phú Kratic,Tỉnh Bình Phước,"29,89%","29,89%",Trồng và khai thác cao su,,0.2989,0.2989,
- Công ty Cổ phần Gỗ MDF VRG - Dongwha,- Công ty Cổ phần Gỗ MDF VRG - Dongwha,- Công ty Cổ phần Gỗ MDF VRG - Dongwha,Tỉnh Bình Phước,"49,00%","49,00%",Chế biến gỗ,,0.49,0.49,
- Công ty Cổ phần Cao su Bà Rịa Kampongthom,- Công ty Cổ phần Cao su Bà Rịa Kampongthom,- Công ty Cổ phần Cao su Bà Rịa Kampongthom,Tỉnh Bà Rịa Vũng Tàu,"37,48%","37,48%",Trồng và khai thác cao su,,0.37479999999999997,0.37479999999999997,
- Công ty Cổ phần Cao su Chư Sê Kampongthom,- Công ty Cổ phần Cao su Chư Sê Kampongthom,- Công ty Cổ phần Cao su Chư Sê Kampongthom,Tỉnh Gia Lai,"50,48%","50,48%",Trồng và khai thác cao su,,0.5047999999999999,0.5047999999999999,
- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,Tỉnh Gia Lai,"47,49%","47,49%",Trồng và khai thác cao su,,0.47490000000000004,0.47490000000000004,
- Công ty Cổ phần Cao suKrông Buk - Ratanakiri,- Công ty Cổ phần Cao suKrông Buk - Ratanakiri,- Công ty Cổ phần Cao suKrông Buk - Ratanakiri,Tỉnh Đắk Lắk,"39,98%","39,98%",Trồng và khai thác cao su,,0.3998,0.3998,
- Công ty Cổ phần Cao su Chư Prông - Stung Treng,- Công ty Cổ phần Cao su Chư Prông - Stung Treng,- Công ty Cổ phần Cao su Chư Prông - Stung Treng,Tỉnh Gia Lai,"30,31%","30,31%",Trồng và khai thác cao su,,0.3031,0.3031,
- Công ty Cổ phần Cao su TP.Hỗ Chí Minh,- Công ty Cổ phần Cao su TP.Hỗ Chí Minh,- Công ty Cổ phần Cao su TP.Hỗ Chí Minh,Thành phố Hồ Chí Minh,"27,14%","27,14%",Trồng và khai thác cao su,,0.27140000000000003,0.27140000000000003,
- Công ty Cổ phần Cao su Dầu Tiếng Kratie,- Công ty Cổ phần Cao su Dầu Tiếng Kratie,- Công ty Cổ phần Cao su Dầu Tiếng Kratie,Tỉnh Bình Dương,"34,00%","34,00%",Trồng và khai thác cao su,,0.34,0.34,
- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,Tỉnh Bình Dương,"42,81%","42,81%",Trồng và khai thác cao su,,0.42810000000000004,0.42810000000000004,
- Công ty Cổ phần Công nghiệp An Điền,- Công ty Cổ phần Công nghiệp An Điền,- Công ty Cổ phần Công nghiệp An Điền,Tỉnh Bình Dương,"38,50%","38,50%",Đầu tư kinh doanh hạ tầng khu công nghiệp,,0.385,0.385,
