row_label_raw,row_label_full,col_0,31/12/2018Triệu đồng,31/12/2017Triệu đồng,numeric__31/12/2018Triệu đồng,numeric__31/12/2017Triệu đồng
Vay từ NHNN,Vay từ NHNN,Vay từ NHNN,10.701.253,12.786.849,10701253.0,12786849.0
Nhận vốn từ NHNN để tạm ứng cho Ban Xử lý nợ cho vay đặc biệt Ngân hàng TMCP Nam Đỏ,Nhận vốn từ NHNN để tạm ứng cho Ban Xử lý nợ cho vay đặc biệt Ngân hàng TMCP Nam Đỏ,Nhận vốn từ NHNN để tạm ứng cho Ban Xử lý nợ cho vay đặc biệt Ngân hàng TMCP Nam Đỏ,149.500,149.500,149500.0,149500.0
Vay thực hiện Dự án Hiện đại hóa Ngân hàng và Hệ thống Thanh toán của Ngân hàng bằng ngoại tệ,Vay thực hiện Dự án Hiện đại hóa Ngân hàng và Hệ thống Thanh toán của Ngân hàng bằng ngoại tệ,Vay thực hiện Dự án Hiện đại hóa Ngân hàng và Hệ thống Thanh toán của Ngân hàng bằng ngoại tệ,138.329,154.345,138329.0,154345.0
Vay từ Quỹ Quay vòng Dự án tài trợ các doanh nghiệp vừa và nhỏ,Vay từ Quỹ Quay vòng Dự án tài trợ các doanh nghiệp vừa và nhỏ,Vay từ Quỹ Quay vòng Dự án tài trợ các doanh nghiệp vừa và nhỏ,39,1,39.0,1.0
Các khoản nợ NHNN bằng VND,Các khoản nợ NHNN bằng VND,Các khoản nợ NHNN bằng VND,10.413.385,12.483.003,10413385.0,12483003.0
Tiền gửi của Bộ Tài chính,Tiền gửi của Bộ Tài chính,Tiền gửi của Bộ Tài chính,24.163.904,5.264.808,24163904.0,5264808.0
Bằng VND,Bằng VND,Bằng VND,22.303.593,3.373.681,22303593.0,3373681.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,1.860.311,1.891.127,1860311.0,1891127.0
Tiền gửi thanh toán của KBNN,Tiền gửi thanh toán của KBNN,Tiền gửi thanh toán của KBNN,18.896.111,58.428.114,18896111.0,58428114.0
Bằng VND,Bằng VND,Bằng VND,18.896.015,58.427.895,18896015.0,58427895.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,96,219,96.0,219.0
Tiền gửi có kỳ hạn của KBNN,Tiền gửi có kỳ hạn của KBNN,Tiền gửi có kỳ hạn của KBNN,51.000.000,-,51000000.0,
Bằng VND,Bằng VND,Bằng VND,51.000.000,-,51000000.0,
,,,104.761.268,76.479.771,104761268.0,76479771.0
