row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị VND,31/12/2017 > Dự phòng VND,01/01/2017 > Giá trị VND,01/01/2017 > Dự phòng VND,numeric__31/12/2017 > Giá trị VND,numeric__31/12/2017 > Dự phòng VND,numeric__01/01/2017 > Giá trị VND,numeric__01/01/2017 > Dự phòng VND
Công ty CP Tài nguyên và Môi trường Trường Minh,Công ty CP Tài nguyên và Môi trường Trường Minh,Công ty CP Tài nguyên và Môi trường Trường Minh,-,-,4.173.090,-,,,4173090.0,
Công ty CP ĐT Văn Phú - IPS,Công ty CP ĐT Văn Phú - IPS,Công ty CP ĐT Văn Phú - IPS,-,-,6.605.212,-,,,6605212.0,
Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,62.471.995,-,1.191.322.284,-,62471995.0,,1191322284.0,
Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,-,-,23.232.574,-,,,23232574.0,
Tô Như Thắng,Tô Như Thắng,Tô Như Thắng,-,-,360.000.000,-,,,360000000.0,
Vũ Thanh Tuấn,Vũ Thanh Tuấn,Vũ Thanh Tuấn,-,-,9.285.000.000,-,,,9285000000.0,
Cộng,Cộng,Cộng,62.471.995,-,10.870.333.160,-,62471995.0,,10870333160.0,
