row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,,
"Cho vay các tổ chức kinh tế, cá nhân trong nước","Cho vay khách hàng > Cho vay các tổ chức kinh tế, cá nhân trong nước","Cho vay các tổ chức kinh tế, cá nhân trong nước",405.304.286,319.281.058,405304286.0,319281058.0
Cho vay thầu chi và thể tín dụng,Cho vay khách hàng > Cho vay thầu chi và thể tín dụng,Cho vay thầu chi và thể tín dụng,4.801.699,5.163.231,4801699.0,5163231.0
"Cho vay bằng vốn tài trợ, ủy thác đầu tư","Cho vay khách hàng > Cho vay bằng vốn tài trợ, ủy thác đầu tư","Cho vay bằng vốn tài trợ, ủy thác đầu tư",2.713.908,2.673.694,2713908.0,2673694.0
Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,Cho vay khách hàng > Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,248.071,197.563,248071.0,197563.0
Các khoản trả thay khách hàng,Cho vay khách hàng > Các khoản trả thay khách hàng,Các khoản trả thay khách hàng,25.835,2.277,25835.0,2277.0
"Cho vay đối với các tổ chức, cá nhân nước ngoài","Cho vay khách hàng > Cho vay đối với các tổ chức, cá nhân nước ngoài","Cho vay đối với các tổ chức, cá nhân nước ngoài",150,-,150.0,
,,,413.093.949,327.317.823,413093949.0,327317823.0
Nghiệp vụ phát hành L/C trả chậm phát sinh trước ngày 1.7.2024 (*),Cho vay khách hàng > Nghiệp vụ phát hành L/C trả chậm phát sinh trước ngày 1.7.2024 (*),Nghiệp vụ phát hành L/C trả chậm phát sinh trước ngày 1.7.2024 (*),11.178.772,-,11178772.0,
,,,424.272.721,327.317.823,424272721.0,327317823.0
