row_label_raw,row_label_full,Stt,Tên công ty,Báo cáo tài chính tham gia hợp nhất,Đơn vị kiểm toán,Ý kiến của Kiểm toán viên trên Báo cáo kiểm toán,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất,numeric__Đơn vị kiểm toán,numeric__Ý kiến của Kiểm toán viên trên Báo cáo kiểm toán
28,28,28,Công ty Cổ phần Thủy điện Geruco - Sông Côn,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
29,29,29,Công ty Cổ phần VRG - Bảo Lộc,Báo cáo tài chính,AASCs,Chấp nhận toàn phần,,,,
30,30,30,Công ty Cổ phần VRG - Đắk Nông,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
31,31,31,Công ty Cổ phần Công nghiệp và XNK Cao su,Báo cáo tài chính hợp nhất,AASCs,Ngoại trừ,,,,
32,32,32,Công ty Cổ phần Thế thao Ngôi Sao Geru,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
33,33,33,Công ty Cổ phần gỗ MDF VRG Quảng Trị,Báo cáo tài chính,AAC,Chấp nhận toàn phần,,,,
34,34,34,Công ty Cổ phần Cao su Phước Hòa,Báo cáo tài chính riêng,AASC,Chấp nhận toàn phần,,,,
35,35,35,Công ty Cổ phần Cao su Việt Lào,Báo cáo tài chính hợp nhất,AVA,Chấp nhận toàn phần,,,,
36,36,36,Công ty Cổ phần Cao su Hòa Bình,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
37,37,37,Công ty Cổ phần Cao su Hàng Gòn,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
38,38,38,Công ty Cổ phần Quasa - Geruco,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn phần,,,,
39,39,39,Công ty Cổ phần TM Dịch vụ & Du lịch Cao su,Báo cáo tài chính tổng hợp,A&C,Ngoại trừ,,,,
40,40,40,Công ty Cổ phần Phát triển Đô thị và KCN Cao su Việt Nam,Báo cáo tài chính,A&C,Chấp nhận toàn phần,,,,
41,41,41,Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
42,42,42,Công ty Cổ phần Chế biến Gỗ Thuận An,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
43,43,43,Công ty Cổ phần Gỗ Dầu Tiếng,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
44,44,44,Công ty Cổ phần Du lịch Thương mại Khách sạn Hưng Yên,Báo cáo tài chính,AVINA-IAFC,Ngoại trừ,,,,
45,45,45,Công ty Cổ phần Cơ khí Cao Su,Báo cáo tài chính,RSM,Chấp nhận toàn phần,,,,
46,46,46,Công ty Cổ phần Cao su Đồng Phú,Báo cáo tài chính riêng,AASC,Chấp nhận toàn phần,,,,
47,47,47,Công ty Cổ phần Cao su Tây Ninh,Báo cáo tài chính riêng,AVA,Chấp nhận toàn phần,,,,
48,48,48,Công ty Cổ phần Cao su Sơn La,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
49,49,49,Công ty Cổ phần Cao Su Điện Biên,Báo cáo tài chính,AVA,Ngoại trừ,,,,
50,50,50,Công ty Cổ phần Cao Su Lai Châu,Báo cáo tài chính,AASC,Ngoại trừ,,,,
51,51,51,Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,Báo cáo tài chính hợp nhất,,,,,,
52,52,52,Công ty Cổ phần Cao su Sa Thầy,Báo cáo tài chính,AVINA-IAFC,Chấp nhận toàn phần,,,,
53,53,53,Công ty Cổ phần Đầu tư phát triển cao su Nghệ An,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
54,54,54,Công ty Cổ phần Cao su Tân Biên - Kampongthom,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn phần,,,,
55,55,55,Công ty Cổ phần Cao su Phú Riềng - Kratie,Báo cáo tài chính hợp nhất,AASC,Ngoại trừ,,,,
