row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu VND,Thặng dư vốn cổ phần VND,Cổ phiếu quỹ VND,Chênh lệch tỷ giá hối đoái VND,LNST chưa phân phối VND,Lợi ích cổ đông không kiểm soát VND,Tổng cộng VND,numeric__Vốn góp của chủ sở hữu VND,numeric__Thặng dư vốn cổ phần VND,numeric__Cổ phiếu quỹ VND,numeric__Chênh lệch tỷ giá hối đoái VND,numeric__LNST chưa phân phối VND,numeric__Lợi ích cổ đông không kiểm soát VND,numeric__Tổng cộng VND
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
