row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Lãi phải trả tiền gửi bằng VND,Lãi phải trả tiền gửi bằng VND,Lãi phải trả tiền gửi bằng VND,1.113.502,799.995,1113502.0,799995.0
Lãi phải trả tiền gửi tiết kiệm bằng VND,Lãi phải trả tiền gửi tiết kiệm bằng VND,Lãi phải trả tiền gửi tiết kiệm bằng VND,858.030,558.472,858030.0,558472.0
Lãi phải trả phát hành giấy tờ có giả bằng VND,Lãi phải trả phát hành giấy tờ có giả bằng VND,Lãi phải trả phát hành giấy tờ có giả bằng VND,558.634,267.121,558634.0,267121.0
Giao dịch hoán đổi,Giao dịch hoán đổi,Giao dịch hoán đổi,56.864,27.055,56864.0,27055.0
Lãi phải trả cho tiền vay bằng VND,Lãi phải trả cho tiền vay bằng VND,Lãi phải trả cho tiền vay bằng VND,30.488,11.022,30488.0,11022.0
Lãi phải trả tiền gửi bằng ngoại tệ,Lãi phải trả tiền gửi bằng ngoại tệ,Lãi phải trả tiền gửi bằng ngoại tệ,1.768,41.905,1768.0,41905.0
Giao dịch kỳ hạn,Giao dịch kỳ hạn,Giao dịch kỳ hạn,1.005,26.810,1005.0,26810.0
Lãi phải trả cho tiền vay bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ,861,1.721,861.0,1721.0
Lãi phải trả cho khoản nhận cấp tín dụng khác bằng VND,Lãi phải trả cho khoản nhận cấp tín dụng khác bằng VND,Lãi phải trả cho khoản nhận cấp tín dụng khác bằng VND,,1.921,,1921.0
"Lãi phải trả cho vốn tài trợ, uỷ thác đầu tư bằng VND","Lãi phải trả cho vốn tài trợ, uỷ thác đầu tư bằng VND","Lãi phải trả cho vốn tài trợ, uỷ thác đầu tư bằng VND",,1,,1.0
,,,2.621.152,1.736.023,2621152.0,1736023.0
