row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,36,159.762.969,337.838.943,36.0,159762969.0,337838943.0
- Cam kết giao dịch hồi đoái,- Cam kết giao dịch hồi đoái,- Cam kết giao dịch hồi đoái,,150.223.284,328.595.475,,150223284.0,328595475.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,,21.259.403,46.479.141,,21259403.0,46479141.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,,21.323.160,46.528.277,,21323160.0,46528277.0
Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,,107.640.721,235.588.057,,107640721.0,235588057.0
- Cam kết cho vay không hủy ngang,- Cam kết cho vay không hủy ngang,- Cam kết cho vay không hủy ngang,,4.415,3.497,,4415.0,3497.0
- Cam kết trong nghiệp vụ thư tin dụng,- Cam kết trong nghiệp vụ thư tin dụng,- Cam kết trong nghiệp vụ thư tin dụng,,1.153.168,1.634.376,,1153168.0,1634376.0
- Bảo lãnh khác,- Bảo lãnh khác,- Bảo lãnh khác,,8.382.102,6.590.915,,8382102.0,6590915.0
- Các cam kết khác,- Các cam kết khác,- Các cam kết khác,,-,1.014.680,,,1014680.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,37,401.993,1.262.266,37.0,401993.0,1262266.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,38,11.722.493,7.625.711,38.0,11722493.0,7625711.0
Tải sản và chứng từ khác,Tải sản và chứng từ khác,Tải sản và chứng từ khác,39,13.576.398,8.012.338,39.0,13576398.0,8012338.0
,,,,185.463.853,354.739.258,,185463853.0,354739258.0
