row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,
Số đầu năm và số cuối năm,Nguyên giá: > Số đầu năm và số cuối năm,Số đầu năm và số cuối năm,3.789.460.500,3.789.460.500,3789460500.0,3789460500.0
Giá trị phân bổ lũy kế:,Giá trị phân bổ lũy kế:,Giá trị phân bổ lũy kế:,Giá trị phân bổ lũy kế:,Giá trị phân bổ lũy kế:,,
Số đầu năm,Giá trị phân bổ lũy kế: > Số đầu năm,Số đầu năm,(1.252.554.194),(873.608.144),-1252554194.0,-873608144.0
Phân bổ trong năm,Giá trị phân bổ lũy kế: > Phân bổ trong năm,Phân bổ trong năm,(378.946.050),(378.946.050),-378946050.0,-378946050.0
Số cuối năm,Giá trị phân bổ lũy kế: > Số cuối năm,Số cuối năm,(1.631.500.244),(1.252.554.194),-1631500244.0,-1252554194.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,2.536.906.306,2.915.852.356,2536906306.0,2915852356.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,2.157.960.256,2.536.906.306,2157960256.0,2536906306.0
