row_label_raw,row_label_full,col_0,2017VND,2016VND,numeric__2017VND,numeric__2016VND
1. Chi phí cho nhân viên:,1. Chi phí cho nhân viên:,1. Chi phí cho nhân viên:,417.756.862.890,324.210.745.730,417756862890.0,324210745730.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi lương và phụ cấp,Trong đó: > ▪ Chi lương và phụ cấp,▪ Chi lương và phụ cấp,307.877.201.066,241.823.383.275,307877201066.0,241823383275.0
▪ Chi đóng góp theo lương,Trong đó: > ▪ Chi đóng góp theo lương,▪ Chi đóng góp theo lương,56.796.836.185,46.332.427.990,56796836185.0,46332427990.0
▪ Chi trợ cấp,Trong đó: > ▪ Chi trợ cấp,▪ Chi trợ cấp,1.119.554.614,1.283.726.955,1119554614.0,1283726955.0
▪ Chi khác cho nhân viên,Trong đó: > ▪ Chi khác cho nhân viên,▪ Chi khác cho nhân viên,51.963.271.025,34.771.207.510,51963271025.0,34771207510.0
2. Chi về tài sản,Trong đó: > 2. Chi về tài sản,2. Chi về tài sản,249.548.422.772,239.685.647.198,249548422772.0,239685647198.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi phí khấu hao tài sản cố định,Trong đó: > ▪ Chi phí khấu hao tài sản cố định,▪ Chi phí khấu hao tài sản cố định,48.343.570.169,45.610.746.707,48343570169.0,45610746707.0
▪ Chi phí tài sản khác,Trong đó: > ▪ Chi phí tài sản khác,▪ Chi phí tài sản khác,201.204.852.603,194.074.900.491,201204852603.0,194074900491.0
3. Chi cho hoạt động quản lý công vụ,Trong đó: > 3. Chi cho hoạt động quản lý công vụ,3. Chi cho hoạt động quản lý công vụ,730.432.323.912,440.475.000.058,730432323912.0,440475000058.0
"4. Chi nộp phí bảo hiểm, bảo hiểm tiền gửi của khách hàng","Trong đó: > 4. Chi nộp phí bảo hiểm, bảo hiểm tiền gửi của khách hàng","4. Chi nộp phí bảo hiểm, bảo hiểm tiền gửi của khách hàng",42.748.305.813,32.619.912.851,42748305813.0,32619912851.0
"5. Chi nộp thuế và các khoản phí, lệ phí","Trong đó: > 5. Chi nộp thuế và các khoản phí, lệ phí","5. Chi nộp thuế và các khoản phí, lệ phí",4.014.641.242,4.035.702.801,4014641242.0,4035702801.0
6. Chi phí dự phòng (i),Trong đó: > 6. Chi phí dự phòng (i),6. Chi phí dự phòng (i),1.456.137.282,5.499.370.000,1456137282.0,5499370000.0
,,,1.445.956.693.911,1.046.526.378.638,1445956693911.0,1046526378638.0
