row_label_raw,row_label_full,col_0,Transaction value,Transaction value_1,numeric__Transaction value,numeric__Transaction value_1
,,,2024VND,2023VND,,
"C.A.I Co., Ltd","C.A.I Co., Ltd","C.A.I Co., Ltd",,,,
Purchases of services,Purchases of services,Purchases of services,-,"759,058,000",,
"Dhospaak Co., Ltd","Dhospaak Co., Ltd","Dhospaak Co., Ltd",,,,
Purchases of services,Purchases of services,Purchases of services,-,"164,402,411",,
Board of Directors,Board of Directors,Board of Directors,,,,
"Salary, bonus and remuneration","Salary, bonus and remuneration","Salary, bonus and remuneration",,,,
Mr. Koh Poh Tiong – Chairman,Mr. Koh Poh Tiong – Chairman,Mr. Koh Poh Tiong – Chairman,-,-,,
Mr. Pramoad Phornprapha – Member,Mr. Pramoad Phornprapha – Member,Mr. Pramoad Phornprapha – Member,"676,000,000","676,000,000",,
Mr. Nguyen Tien Vy – Member,Mr. Nguyen Tien Vy – Member,Mr. Nguyen Tien Vy – Member,"988,000,000","988,000,000",,
Mr. Michael Chye Hin Fah – Member,Mr. Michael Chye Hin Fah – Member,Mr. Michael Chye Hin Fah – Member,"910,000,000","838,000,000",,
Ms. Tran Kim Nga – Member,Ms. Tran Kim Nga – Member,Ms. Tran Kim Nga – Member,"910,000,000","838,000,000",,
Mr. Le Thanh Tuan – Member,Mr. Le Thanh Tuan – Member,Mr. Le Thanh Tuan – Member,"910,000,000","838,000,000",,
Ms. Ngo Minh Chau – Member,Ms. Ngo Minh Chau – Member,Ms. Ngo Minh Chau – Member,"910,000,000","838,000,000",,
Board of Management,Board of Management,Board of Management,,,,
Salary and bonus,Salary and bonus,Salary and bonus,"32,377,865,340","31,119,357,392",,
Audit Committee,Audit Committee,Audit Committee,,,,
Remuneration,Remuneration,Remuneration,"1,014,000,000","1,014,000,000",,
