row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
,,,31/12/2022Triệu VNDTài sản/(Nợ phải trả),31/12/2021Triệu VNDTài sản/(Nợ phải trả),,
SHB Campuchia,SHB Campuchia,SHB Campuchia,SHB Campuchia,SHB Campuchia,,
▪ Góp vốn,SHB Campuchia > ▪ Góp vốn,▪ Góp vốn,1.744.452,1.744.452,1744452.0,1744452.0
▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,SHB Campuchia > ▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,(511.034),(166.524),-511034.0,-166524.0
▪ Tiền gửi không kỳ hạn và có kỳ hạn,SHB Campuchia > ▪ Tiền gửi không kỳ hạn và có kỳ hạn,▪ Tiền gửi không kỳ hạn và có kỳ hạn,6.055.950,4.891.250,6055950.0,4891250.0
▪ Lãi dự thu từ tiền gửi,SHB Campuchia > ▪ Lãi dự thu từ tiền gửi,▪ Lãi dự thu từ tiền gửi,60.390,21.747,60390.0,21747.0
SHB FC,SHB FC,SHB FC,SHB FC,SHB FC,,
▪ Góp vốn,SHB FC > ▪ Góp vốn,▪ Góp vốn,1.000.000,1.000.000,1000000.0,1000000.0
▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,SHB FC > ▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,(114.110),(275.715),-114110.0,-275715.0
▪ Tiền gửi không kỳ hạn và có kỳ hạn,SHB FC > ▪ Tiền gửi không kỳ hạn và có kỳ hạn,▪ Tiền gửi không kỳ hạn và có kỳ hạn,3.123.500,870.000,3123500.0,870000.0
▪ Lãi dự trả tiền gửi,SHB FC > ▪ Lãi dự trả tiền gửi,▪ Lãi dự trả tiền gửi,(21),(6),-21.0,-6.0
▪ Lãi dự thu từ tiền gửi,SHB FC > ▪ Lãi dự thu từ tiền gửi,▪ Lãi dự thu từ tiền gửi,25.878,1.091,25878.0,1091.0
Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,,
Công ty Cổ phần Tập đoàn T&T,Công ty Cổ phần Tập đoàn T&T,Công ty Cổ phần Tập đoàn T&T,Công ty Cổ phần Tập đoàn T&T,Công ty Cổ phần Tập đoàn T&T,,
▪ Nhận góp vốn,Công ty Cổ phần Tập đoàn T&T > ▪ Nhận góp vốn,▪ Nhận góp vốn,(3.066.852),(2.666.827),-3066852.0,-2666827.0
▪ Nhận tiền gửi không kỳ hạn,Công ty Cổ phần Tập đoàn T&T > ▪ Nhận tiền gửi không kỳ hạn,▪ Nhận tiền gửi không kỳ hạn,(202.230),(416.075),-202230.0,-416075.0
▪ Lãi dự trả tiền gửi,Công ty Cổ phần Tập đoàn T&T > ▪ Lãi dự trả tiền gửi,▪ Lãi dự trả tiền gửi,(1.044),(820),-1044.0,-820.0
Doanh nghiệp có chung thành viên quản lý chủ chốt,Doanh nghiệp có chung thành viên quản lý chủ chốt,Doanh nghiệp có chung thành viên quản lý chủ chốt,Doanh nghiệp có chung thành viên quản lý chủ chốt,Doanh nghiệp có chung thành viên quản lý chủ chốt,,
Tổng Công ty Cổ phần bảo hiểm Sài Gòn - Hà Nội,Tổng Công ty Cổ phần bảo hiểm Sài Gòn - Hà Nội,Tổng Công ty Cổ phần bảo hiểm Sài Gòn - Hà Nội,Tổng Công ty Cổ phần bảo hiểm Sài Gòn - Hà Nội,Tổng Công ty Cổ phần bảo hiểm Sài Gòn - Hà Nội,,
▪ Góp vốn,Tổng Công ty Cổ phần bảo hiểm Sài Gòn - Hà Nội > ▪ Góp vốn,▪ Góp vốn,42.857,42.857,42857.0,42857.0
▪ Nhận tiền gửi không kỳ hạn,Tổng Công ty Cổ phần bảo hiểm Sài Gòn - Hà Nội > ▪ Nhận tiền gửi không kỳ hạn,▪ Nhận tiền gửi không kỳ hạn,(470.001),(734.305),-470001.0,-734305.0
▪ Lãi dự trả tiền gửi,Tổng Công ty Cổ phần bảo hiểm Sài Gòn - Hà Nội > ▪ Lãi dự trả tiền gửi,▪ Lãi dự trả tiền gửi,(4.554),(21.026),-4554.0,-21026.0
