row_label_raw,row_label_full,col_0,31.12.2022Triệu đồng,31.12.2021Triệu đồng,numeric__31.12.2022Triệu đồng,numeric__31.12.2021Triệu đồng
Phải thu từ UPAS L/C (i),Phải thu từ UPAS L/C (i),Phải thu từ UPAS L/C (i),23.853.153,15.561.571,23853153.0,15561571.0
Phải thu tổ chức thể,Phải thu tổ chức thể,Phải thu tổ chức thể,2.577.457,1.457.073,2577457.0,1457073.0
Đặt cọc mua chứng chỉ tiền gửi (ii),Đặt cọc mua chứng chỉ tiền gửi (ii),Đặt cọc mua chứng chỉ tiền gửi (ii),2.250.000,-,2250000.0,
"Xây dựng cơ bản, mua sắm TSCĐ (iii)","Xây dựng cơ bản, mua sắm TSCĐ (iii)","Xây dựng cơ bản, mua sắm TSCĐ (iii)",2.170.744,1.186.354,2170744.0,1186354.0
Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,539.050,292.647,539050.0,292647.0
Phải thu từ thanh lý TSCĐ (iv),Phải thu từ thanh lý TSCĐ (iv),Phải thu từ thanh lý TSCĐ (iv),514.000,574.000,514000.0,574000.0
Phải thu từ hoạt động bán chứng khoán trả chậm (v),Phải thu từ hoạt động bán chứng khoán trả chậm (v),Phải thu từ hoạt động bán chứng khoán trả chậm (v),239.980,239.980,239980.0,239980.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,184.065,203.009,184065.0,203009.0
Lãi trả trước cho vay ủy thác,Lãi trả trước cho vay ủy thác,Lãi trả trước cho vay ủy thác,168.295,40.000,168295.0,40000.0
Tạm ứng cho khoản tiền gửi tiết kiệm trả lãi trao ngay,Tạm ứng cho khoản tiền gửi tiết kiệm trả lãi trao ngay,Tạm ứng cho khoản tiền gửi tiết kiệm trả lãi trao ngay,112.435,45.602,112435.0,45602.0
Phải thu dịch vụ đại lý bảo hiểm,Phải thu dịch vụ đại lý bảo hiểm,Phải thu dịch vụ đại lý bảo hiểm,87.057,125.139,87057.0,125139.0
Ký quỹ thuê văn phòng và công cụ dụng cụ,Ký quỹ thuê văn phòng và công cụ dụng cụ,Ký quỹ thuê văn phòng và công cụ dụng cụ,82.467,73.045,82467.0,73045.0
Phải thu hoa hồng từ đại lý,Phải thu hoa hồng từ đại lý,Phải thu hoa hồng từ đại lý,80.863,64.587,80863.0,64587.0
Khác,Khác,Khác,547.043,371.808,547043.0,371808.0
,,,33.406.609,20.234.815,33406609.0,20234815.0
