row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2024VND,Giá trị giao dịch > 2023VND,Phải thu/(Phải trả) tại ngày > 31/12/2024VND,Phải thu/(Phải trả) tại ngày > 1/1/2024VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2024VND,numeric__Giá trị giao dịch > 2023VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2024VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2024VND
Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,,,,,
Công ty Cổ phần Tập đoàn Masan,Công ty mẹ cấp cao nhất > Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Bán hàng hóa,47.315.354,137.082.611,-,-,,47315354.0,137082611.0,,
Công ty Cổ phần Tập đoàn Masan,Công ty mẹ cấp cao nhất > Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Phí hỗ trợ quản lý,1.035.759.721,882.162.425,-,-,,1035759721.0,882162425.0,,
Công ty Cổ phần Tập đoàn Masan,Công ty mẹ cấp cao nhất > Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Phí dịch vụ mua ngoài phân bổ,45.574.223.556,11.372.386.989,(48.077.533.640),(11.288.691.491),,45574223556.0,11372386989.0,-48077533640.0,-11288691491.0
Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,,,,,
Công ty TNHH The SHERPA,Các công ty mẹ cấp cao > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Bán hàng hóa,118.194.446,26.123.151,7.079.999,17.160.001,,118194446.0,26123151.0,7079999.0,17160001.0
Công ty Cổ phần The CrownX,Các công ty mẹ cấp cao > Công ty Cổ phần The CrownX,Công ty Cổ phần The CrownX,Bán hàng hóa,54.940.639,88.863.896,5.372.399,97.750.286,,54940639.0,88863896.0,5372399.0,97750286.0
Công ty Cổ phần The CrownX,Các công ty mẹ cấp cao > Công ty Cổ phần The CrownX,Công ty Cổ phần The CrownX,Mua dịch vụ,36.058.759.337,19.177.897.430,(27.499.305.295),-,,36058759337.0,19177897430.0,-27499305295.0,
Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,,,,,
Công ty TNHH,Công ty mẹ > Công ty TNHH,Công ty TNHH,Cổ tức đã công bố,21.349.030.011.000,3.021.089.152.500,-,-,,21349030011000.0,3021089152500.0,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Cổ tức đã trả thông qua việc cán trừ với các khoản cho vay và lãi cho vay phải thu từ các bên liên quan,-,3.002.364.736.327,-,-,,,3002364736327.0,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Cổ tức đã trả bằng tiền,21.349.030.011.000,18.724.416.173,-,-,,21349030011000.0,18724416173.0,,
