row_label_raw,row_label_full,col_0,Cost/Amount within repayment capacity,Cost/Amount within repayment capacity_1,numeric__Cost/Amount within repayment capacity,numeric__Cost/Amount within repayment capacity_1
,,,31/12/2023VND,1/1/2023VND,,
Associates and jointly controlled entities,Associates and jointly controlled entities,Associates and jointly controlled entities,Associates and jointly controlled entities,Associates and jointly controlled entities,,
Crown Beverage Cans Saigon Limited,Crown Beverage Cans Saigon Limited,Crown Beverage Cans Saigon Limited,"334,452,974,387","303,175,947,048",,
Sai Gon - Mien Trung Beer Joint Stock Company,Sai Gon - Mien Trung Beer Joint Stock Company,Sai Gon - Mien Trung Beer Joint Stock Company,"42,265,734,352","22,658,528,189",,
Saigon - Baclieu Beer Joint Stock Company,Saigon - Baclieu Beer Joint Stock Company,Saigon - Baclieu Beer Joint Stock Company,"23,311,388,430","4,654,620,630",,
Saigon Binh Tay Beer Group Joint Stock Company,Saigon Binh Tay Beer Group Joint Stock Company,Saigon Binh Tay Beer Group Joint Stock Company,"22,880,091,999","41,300,276,271",,
Saigon Tay Do Beer - Beverage Joint Stock Company,Saigon Tay Do Beer - Beverage Joint Stock Company,Saigon Tay Do Beer - Beverage Joint Stock Company,"20,045,838,314","5,279,828,400",,
Sai Gon - Khanh Hoa Beer Joint Stock Company,Sai Gon - Khanh Hoa Beer Joint Stock Company,Sai Gon - Khanh Hoa Beer Joint Stock Company,"16,318,251,791","11,062,497,600",,
Saigon - Bentre Beer Joint Stock Company,Saigon - Bentre Beer Joint Stock Company,Saigon - Bentre Beer Joint Stock Company,"14,463,299,133","6,734,475,000",,
Sai Gon - Kien Giang Beer Joint Stock Company,Sai Gon - Kien Giang Beer Joint Stock Company,Sai Gon - Kien Giang Beer Joint Stock Company,"13,331,321,348","15,170,889,800",,
Saigon - Phutho Beer Joint Stock Company,Saigon - Phutho Beer Joint Stock Company,Saigon - Phutho Beer Joint Stock Company,"11,047,322,230","2,798,730,000",,
Sai Gon - Vinh Long Beer Joint Stock Company,Sai Gon - Vinh Long Beer Joint Stock Company,Sai Gon - Vinh Long Beer Joint Stock Company,"9,769,995,674","10,029,404,000",,
San Miguel Yamamura Phu Tho Packaging Company Limited,San Miguel Yamamura Phu Tho Packaging Company Limited,San Miguel Yamamura Phu Tho Packaging Company Limited,"7,531,158,800","6,599,377,008",,
Other related parties,Other related parties,Other related parties,Other related parties,Other related parties,,
"TBC-Ball Beverage Can Vietnam Co., Ltd","TBC-Ball Beverage Can Vietnam Co., Ltd","TBC-Ball Beverage Can Vietnam Co., Ltd","193,898,011,154","205,531,683,564",,
MM Mega Market (Vietnam) Company Limited,MM Mega Market (Vietnam) Company Limited,MM Mega Market (Vietnam) Company Limited,"57,743,746","32,642,353",,
