row_label_raw,row_label_full,col_0,"Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,Khác,Khác_1,Hoạt động chung không phân bổ,Hoạt động chung không phân bổ_1,Tổng cộng,Tổng cộng_1,"numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,numeric__Khác,numeric__Khác_1,numeric__Hoạt động chung không phân bổ,numeric__Hoạt động chung không phân bổ_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,Kỳ này/Cuối kỳ,Kỳ trước/Dầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/Dầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/Dầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/Dầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/Dầu kỳ,,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
III. Tài sản (*),III. Tài sản (*),III. Tài sản (*),142.846.330,121.607.571,426.345,426.345,96.881,103.241,10.235.696,7.872.194,153.605.252,130.009.351,142846330.0,121607571.0,426345.0,426345.0,96881.0,103241.0,10235696.0,7872194.0,153605252.0,130009351.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,-,-,-,-,-,-,616.434,711.602,616.434,711.602,,,,,,,616434.0,711602.0,616434.0,711602.0
2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,-,-,-,-,-,-,887.264,786.421,887.264,786.421,,,,,,,887264.0,786421.0,887264.0,786421.0
3. Tiền gửi và cho vay các TCTD khác,3. Tiền gửi và cho vay các TCTD khác,3. Tiền gửi và cho vay các TCTD khác,8.036.827,6.992.432,-,-,-,-,7.325.673,4.902.373,15.362.500,11.894.805,8036827.0,6992432.0,,,,,7325673.0,4902373.0,15362500.0,11894805.0
4. Chứng khoán kinh doanh,4. Chứng khoán kinh doanh,4. Chứng khoán kinh doanh,20.992.851,4.768.290,-,-,-,-,-,-,20.992.851,4.768.290,20992851.0,4768290.0,,,,,,,20992851.0,4768290.0
5. Các công cụ tài chính phải sinh và các tài sản tài chính khác,5. Các công cụ tài chính phải sinh và các tài sản tài chính khác,5. Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,-,-,-,103.023,-,-,-,103.023,,,,,,103023.0,,,,103023.0
5. Cho vay khách hàng,5. Cho vay khách hàng,5. Cho vay khách hàng,99.853.975,94.120.600,-,-,-,-,-,-,99.853.975,94.120.600,99853975.0,94120600.0,,,,,,,99853975.0,94120600.0
6. Chứng khoán đầu tư,6. Chứng khoán đầu tư,6. Chứng khoán đầu tư,10.433.819,12.839.884,136.500,136.500,-,-,-,-,10.570.319,12.976.384,10433819.0,12839884.0,136500.0,136500.0,,,,,10570319.0,12976384.0
"7. Góp vốn, đầu tư dài hạn","7. Góp vốn, đầu tư dài hạn","7. Góp vốn, đầu tư dài hạn",-,-,289.845,289.845,-,-,-,-,289.845,289.845,,,289845.0,289845.0,,,,,289845.0,289845.0
8. Tài sản cố định,8. Tài sản cố định,8. Tài sản cố định,-,-,-,-,-,-,1.052.126,759.465,1.052.126,759.465,,,,,,,1052126.0,759465.0,1052126.0,759465.0
9. Tài sản Có khác,9. Tài sản Có khác,9. Tài sản Có khác,3.528.858,2.886.365,-,-,96.881,218,354.199,712.333,3.979.938,3.598.916,3528858.0,2886365.0,,,96881.0,218.0,354199.0,712333.0,3979938.0,3598916.0
