row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu năm(Trình bày lại)VND,numeric__Số cuối nămVND,numeric__Số đầu năm(Trình bày lại)VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
a. Phải thu khách hàng là bên thứ ba,Ngắn hạn > a. Phải thu khách hàng là bên thứ ba,a. Phải thu khách hàng là bên thứ ba,8.893.575.019.178,6.218.163.852.472,8893575019178.0,6218163852472.0
Công ty Cổ phần Hàng không Vietjet,Ngắn hạn > Công ty Cổ phần Hàng không Vietjet,Công ty Cổ phần Hàng không Vietjet,2.981.939.117.309,2.430.974.350.281,2981939117309.0,2430974350281.0
Công ty Cổ phần Hàng không Tre Việt,Ngắn hạn > Công ty Cổ phần Hàng không Tre Việt,Công ty Cổ phần Hàng không Tre Việt,2.132.752.370.554,1.230.874.216.337,2132752370554.0,1230874216337.0
Tổng Công ty Hàng không Việt Nam,Ngắn hạn > Tổng Công ty Hàng không Việt Nam,Tổng Công ty Hàng không Việt Nam,1.831.491.447.842,1.306.429.704.104,1831491447842.0,1306429704104.0
Công ty Cổ phần Hàng không Pacific Airlines,Ngắn hạn > Công ty Cổ phần Hàng không Pacific Airlines,Công ty Cổ phần Hàng không Pacific Airlines,874.429.420.742,580.083.695.441,874429420742.0,580083695441.0
Các khoản phải thu khách hàng khác,Ngắn hạn > Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,1.072.962.662.731,669.801.886.309,1072962662731.0,669801886309.0
b. Phải thu khách hàng các bên liên quan(Thuyết minh số 37),Ngắn hạn > b. Phải thu khách hàng các bên liên quan(Thuyết minh số 37),b. Phải thu khách hàng các bên liên quan(Thuyết minh số 37),137.778.136.653,62.771.516.867,137778136653.0,62771516867.0
,,,9.031.353.155.831,6.280.935.369.339,9031353155831.0,6280935369339.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công ty Cổ phần Hoàng Long Yến,Dài hạn > Công ty Cổ phần Hoàng Long Yến,Công ty Cổ phần Hoàng Long Yến,2.800.000.200,5.600.000.200,2800000200.0,5600000200.0
,,,2.800.000.200,5.600.000.200,2800000200.0,5600000200.0
