row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2021VND,2020VND,,
Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,,
Thù lao (*),Thù lao (*),Thù lao (*),,,,
Ông Danny Le – Chủ tịch,Ông Danny Le – Chủ tịch,Ông Danny Le – Chủ tịch,-,-,,
Ông Trần Phương Bắc – Thành viên,Ông Trần Phương Bắc – Thành viên,Ông Trần Phương Bắc – Thành viên,-,-,,
Ông Huỳnh Việt Thăng – Thành viên,Ông Huỳnh Việt Thăng – Thành viên,Ông Huỳnh Việt Thăng – Thành viên,-,-,,
Ông Neal Leroux Kok – Thành viên – Từ chức,Ông Neal Leroux Kok – Thành viên – Từ chức,Ông Neal Leroux Kok – Thành viên – Từ chức,-,-,,
Ông Phạm Trung Lâm – Thành viên – Từ chức,Ông Phạm Trung Lâm – Thành viên – Từ chức,Ông Phạm Trung Lâm – Thành viên – Từ chức,-,-,,
Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,,
"Thù lao, lương và phúc lợi khác","Thù lao, lương và phúc lợi khác","Thù lao, lương và phúc lợi khác",,,,
Ông Nguyễn Quốc Trung – Bố nhiệm (**),"Thù lao, lương và phúc lợi khác > Ông Nguyễn Quốc Trung – Bố nhiệm (**)",Ông Nguyễn Quốc Trung – Bố nhiệm (**),1.582.171.200,-,1582171200.0,
Ông Phạm Trung Lâm – Từ chức,"Thù lao, lương và phúc lợi khác > Ông Phạm Trung Lâm – Từ chức",Ông Phạm Trung Lâm – Từ chức,4.912.124.248,5.983.476.000,4912124248.0,5983476000.0
Những người quản lý khác,Những người quản lý khác,Những người quản lý khác,Những người quản lý khác,Những người quản lý khác,,
"Thù lao, lương và phúc lợi khác","Những người quản lý khác > Thù lao, lương và phúc lợi khác","Thù lao, lương và phúc lợi khác",19.681.022.335,24.984.500.292,19681022335.0,24984500292.0
