row_label_raw,row_label_full,col_0,Nhà cửa vật kiến trúc,"Máy móc, thiết bị",Phương tiện vận chuyển,"Thiết bị, dụng cụ quản lý",Tài sản cố định khác,Cộng,numeric__Nhà cửa vật kiến trúc,"numeric__Máy móc, thiết bị",numeric__Phương tiện vận chuyển,"numeric__Thiết bị, dụng cụ quản lý",numeric__Tài sản cố định khác,numeric__Cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,729.020,74.349,135.205,131.698,22.838,1.093.110,729020.0,74349.0,135205.0,131698.0,22838.0,1093110.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,2.367,-,1.401,-,3.768,,2367.0,,1401.0,,3768.0
Đầu tư xây dựng cơ bán hoàn thành,Nguyên giá > Đầu tư xây dựng cơ bán hoàn thành,Đầu tư xây dựng cơ bán hoàn thành,92,-,7.940,-,-,8.032,92.0,,7940.0,,,8032.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(16),(262),-,(75),-,(353),-16.0,-262.0,,-75.0,,-353.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,-,75,-,(75),(34),(34),,75.0,,-75.0,-34.0,-34.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,729.096,76.529,143.145,132.949,22.804,1.104.523,729096.0,76529.0,143145.0,132949.0,22804.0,1104523.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,
Đã khấu hao hết nhưng vẫn còn sử dụng,Trong đó: > Đã khấu hao hết nhưng vẫn còn sử dụng,Đã khấu hao hết nhưng vẫn còn sử dụng,9.960,14.128,51.715,65.413,9.917,151.133,9960.0,14128.0,51715.0,65413.0,9917.0,151133.0
Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,Giá trị hao mòn,,,,,,
Số đầu năm,Giá trị hao mòn > Số đầu năm,Số đầu năm,189.340,42.624,93.775,100.965,14.148,440.852,189340.0,42624.0,93775.0,100965.0,14148.0,440852.0
Khấu hao trong năm,Giá trị hao mòn > Khấu hao trong năm,Khấu hao trong năm,28.382,5.571,9.376,9.667,734,53.730,28382.0,5571.0,9376.0,9667.0,734.0,53730.0
"Thanh lý, nhượng bán","Giá trị hao mòn > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(16),(218),-,-,-,(234),-16.0,-218.0,,,,-234.0
Số cuối năm,Giá trị hao mòn > Số cuối năm,Số cuối năm,217.706,47.977,103.151,110.632,14.882,494.348,217706.0,47977.0,103151.0,110632.0,14882.0,494348.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,539.680,31.725,41.430,30.733,8.690,652.258,539680.0,31725.0,41430.0,30733.0,8690.0,652258.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,511.390,28.552,39.994,22.317,7.922,610.175,511390.0,28552.0,39994.0,22317.0,7922.0,610175.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,
Tạm thời chưa sử dụng,Tạm thời chưa sử dụng,Tạm thời chưa sử dụng,-,-,-,-,-,-,,,,,,
Đang chờ thanh lý,Đang chờ thanh lý,Đang chờ thanh lý,-,-,-,-,-,-,,,,,,
