row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,,
Số đầu năm,Vốn đầu tư đã góp của chủ sở hữu > Số đầu năm,Số đầu năm,1.802.353.360.000,1.802.353.360.000,1802353360000.0,1802353360000.0
Tăng vốn trong năm,Vốn đầu tư đã góp của chủ sở hữu > Tăng vốn trong năm,Tăng vốn trong năm,615.503.670.000,-,615503670000.0,
Số cuối năm,Vốn đầu tư đã góp của chủ sở hữu > Số cuối năm,Số cuối năm,2.417.857.030.000,1.802.353.360.000,2417857030000.0,1802353360000.0
Cổ tức đã trả trong năm,Cổ tức đã trả trong năm,Cổ tức đã trả trong năm,Cổ tức đã trả trong năm,Cổ tức đã trả trong năm,,
Cổ tức các năm trước trả cho chủ sở hữu,Cổ tức đã trả trong năm > Cổ tức các năm trước trả cho chủ sở hữu,Cổ tức các năm trước trả cho chủ sở hữu,8.184.155,-,8184155.0,
Cổ tức đã trả cho cổ đông không kiểm soát,Cổ tức đã trả trong năm > Cổ tức đã trả cho cổ đông không kiểm soát,Cổ tức đã trả cho cổ đông không kiểm soát,150.760.503,-,150760503.0,
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,,
,,,Số cuối năm,Số đầu năm,,
,,,Số cổ phiếu,Số cổ phiếu,,
Cổ phiếu được phép phát hành,Cổ phiếu phổ thông > Cổ phiếu được phép phát hành,Cổ phiếu được phép phát hành,241.785.703,180.235.336,241785703.0,180235336.0
Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,,
Cổ phiếu phổ thông,Cổ phiếu đã phát hành và góp vốn đầy đủ > Cổ phiếu phổ thông,Cổ phiếu phổ thông,241.785.703,180.235.336,241785703.0,180235336.0
Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,,
Cổ phiếu phổ thông,Cổ phiếu đang lưu hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,241.785.703,180.235.336,241785703.0,180235336.0
