row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,308.000.000,308.000.000,308000000.0,308000000.0
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,308.000.000,308.000.000,308000000.0,308000000.0
- Cổ phiếu phố thông,- Cổ phiếu phố thông,- Cổ phiếu phố thông,308.000.000,308.000.000,308000000.0,308000000.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu được mua lại,Số lượng cổ phiếu được mua lại,Số lượng cổ phiếu được mua lại,-,-,,
- Cổ phiếu phố thông,- Cổ phiếu phố thông,- Cổ phiếu phố thông,-,-,,
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu đang lưu hành,- Cổ phiếu ưu đãi > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,308.000.000,308.000.000,308000000.0,308000000.0
- Cổ phiếu phố thông,- Cổ phiếu ưu đãi > - Cổ phiếu phố thông,- Cổ phiếu phố thông,308.000.000,308.000.000,308000000.0,308000000.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
