row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,60.256,68.658,60256.0,68658.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,23.612,27.234,23612.0,27234.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,572,711,572.0,711.0
"Thu từ cung ứng dịch vụ bảo quản tài sản, cho thuê tủ kết","Thu từ cung ứng dịch vụ bảo quản tài sản, cho thuê tủ kết","Thu từ cung ứng dịch vụ bảo quản tài sản, cho thuê tủ kết",30.472,34.880,30472.0,34880.0
Thu khác,Thu khác,Thu khác,5.600,5.833,5600.0,5833.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,22.158,21.463,22158.0,21463.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,7.369,7.837,7369.0,7837.0
Chi về cước phí bưu điện về mạng viễn thông,Chi về cước phí bưu điện về mạng viễn thông,Chi về cước phí bưu điện về mạng viễn thông,11.113,11.246,11113.0,11246.0
Chi về dịch vụ ngân quỹ,Chi về dịch vụ ngân quỹ,Chi về dịch vụ ngân quỹ,1.387,1.612,1387.0,1612.0
Chi khác về dịch vụ,Chi khác về dịch vụ,Chi khác về dịch vụ,2.289,768,2289.0,768.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,38.098,47.195,38098.0,47195.0
