row_label_raw,row_label_full,Họ và tên,Chức danh,Năm 2025 VND,Năm 2024 VND,numeric__Chức danh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,,1.080.000.000,1.059.130.400,,1080000000.0,1059130400.0
Bà Lê Thị Việt Nga,Bà Lê Thị Việt Nga,Bà Lê Thị Việt Nga,Chủ tịch HĐQT,600.000.000,600.000.000,,600000000.0,600000000.0
Bà Phạm Thị Hồng Nhung,Bà Phạm Thị Hồng Nhung,Bà Phạm Thị Hồng Nhung,Thành viên HĐQT kiểm Tổng Giám đốc (Miễn nhiệm ngày 08/01/2024),-,39.130.400,,,39130400.0
Bà Nguyễn Thị Lan Hương,Bà Nguyễn Thị Lan Hương,Bà Nguyễn Thị Lan Hương,Thành viên HĐQT,120.000.000,120.000.000,,120000000.0,120000000.0
Ông Lê Đình Quang,Ông Lê Đình Quang,Ông Lê Đình Quang,Thành viên HĐQT,120.000.000,100.000.000,,120000000.0,100000000.0
Ông Nguyễn Dũng Minh,Ông Nguyễn Dũng Minh,Ông Nguyễn Dũng Minh,Thành viên HĐQT,120.000.000,100.000.000,,120000000.0,100000000.0
Ông Nguyễn Đức Minh,Ông Nguyễn Đức Minh,Ông Nguyễn Đức Minh,Thành viên độc lập HĐQT,120.000.000,100.000.000,,120000000.0,100000000.0
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,,240.000.000,210.000.000,,240000000.0,210000000.0
Bà Dương Thị Mai Hương,Bà Dương Thị Mai Hương,Bà Dương Thị Mai Hương,Trường Ban kiểm soát,120.000.000,100.000.000,,120000000.0,100000000.0
Bà Lê Thị Bích Hạnh,Bà Lê Thị Bích Hạnh,Bà Lê Thị Bích Hạnh,Thành viên BKS,60.000.000,50.000.000,,60000000.0,50000000.0
Bà Trần Thị Chung,Bà Trần Thị Chung,Bà Trần Thị Chung,Thành viên BKS,60.000.000,50.000.000,,60000000.0,50000000.0
Bà Trịnh Thị Trang,Bà Trịnh Thị Trang,Bà Trịnh Thị Trang,Thành viên BKS(Miễn nhiệm từ ngày 28/02/2024),-,10.000.000,,,10000000.0
